iter	Passed	Remaining
578	5152	128324
579	5160	128292
580	5168	128272
581	5176	128239
582	5184	128195
583	5194	128214
584	5204	128243
585	5213	128238
586	5222	128230
587	5229	128186
588	5237	128141
589	5245	128126
590	5257	128175
591	5266	128176
592	5276	128187
593	5284	128170
594	5294	128189
595	5304	128186
596	5312	128175
597	5321	128160
598	5329	128133
599	5337	128089
600	5346	128098
601	5357	128123
602	5366	128134
603	5375	128133
604	5384	128121
605	5394	128126
606	5403	128119
607	5411	128097
608	5419	128071
609	5427	128032
610	5434	127984
611	5444	127990
612	5453	127983
613	5463	128011
614	5471	127970
615	5480	127965
616	5489	127969
617	5499	127990
618	5508	127983
619	5516	127956
620	5524	127908
621	5531	127857
622	5539	127836
623	5547	127810
624	5555	127787
625	5566	127820
626	5574	127790
627	5583	127788
628	5592	127782
629	5603	127812
630	5614	127848
631	5622	127817
632	5630	127784
633	5638	127775
634	5647	127764
635	5657	127778
636	5667	127791
637	5677	127802
638	5687	127816
639	5696	127820
640	5707	127842
641	5716	127854
642	5724	127815
643	5731	127767
644	5741	127773
645	5750	127776
646	5760	127779
647	5770	127809
648	5781	127834
649	5790	127845
650	5800	127848
651	5809	127849
652	5818	127836
653	5828	127851
654	5837	127836
655	5844	127794
656	5853	127792
657	5860	127745
658	5868	127706
659	5876	127689
660	5885	127677
661	5893	127650
662	5902	127644
663	5910	127607
664	5917	127564
665	5925	127533
666	5934	127514
667	5943	127511
668	5950	127471
669	5958	127447
670	5968	127444
671	5976	127430
672	5984	127396
673	5994	127406
674	6003	127404
675	6010	127356
676	6018	127332
677	6027	127317
678	6034	127275
679	6043	127265
680	6051	127240
681	6058	127199
682	6067	127184
683	6076	127179
684	6084	127154
685	6093	127152
686	6102	127136
687	6110	127116
688	6118	127079
689	6126	127063
690	6134	127022
691	6142	127003
692	6150	126971
693	6158	126950
694	6166	126927
695	6175	126916
696	6184	126915
697	6192	126893
698	6201	126878
699	6209	126854
700	6217	126821
701	6225	126801
702	6232	126758
703	6240	126729
704	6248	126703
705	6255	126650
706	6264	126637
707	6272	126626
708	6283	126649
709	6292	126654
710	6301	126643
711	6309	126614
712	6318	126608
713	6326	126573
714	6333	126535
715	6342	126534
716	6350	126500
717	6358	126484
718	6367	126473
719	6376	126458
720	6384	126444
721	6393	126437
722	6403	126441
723	6410	126401
724	6419	126393
725	6427	126362
726	6435	126351
727	6443	126315
728	6450	126280
729	6459	126261
730	6467	126254
731	6476	126239
732	6485	126223
733	6495	126243
734	6502	126206
735	6509	126162
736	6517	126140
737	6525	126109
738	6533	126087
739	6540	126044
740	6547	126000
741	6556	125987
742	6565	125979
743	6574	125968
744	6582	125952
745	6591	125947
746	6600	125938
747	6609	125937
748	6618	125919
749	6627	125924
750	6635	125904
751	6644	125884
752	6653	125880
753	6662	125874
754	6670	125860
755	6679	125847
756	6688	125849
757	6698	125849
758	6706	125836
759	6714	125816
760	6722	125791
761	6731	125773
762	6738	125735
763	6745	125690
764	6754	125681
765	6762	125660
766	6771	125648
767	6779	125638
768	6789	125640
769	6798	125642
770	6807	125636
771	6815	125601
772	6824	125603
773	6831	125569
774	6838	125524
775	6847	125512
776	6855	125493
777	6866	125518
778	6875	125519
779	6884	125507
780	6893	125496
781	6901	125478
782	6911	125494
783	6919	125466
784	6927	125452
785	6935	125427
786	6943	125392
787	6953	125414
788	6963	125430
789	6973	125431
790	6982	125431
791	6990	125409
792	6998	125390
793	7008	125388
794	7016	125367
795	7024	125352
796	7033	125335
797	7040	125301
798	7050	125311
799	7060	125321
800	7069	125319
801	7078	125311
802	7087	125313
803	7095	125289
804	7105	125294
805	7116	125317
806	7123	125286
807	7131	125267
808	7139	125243
809	7148	125229
810	7157	125229
811	7166	125224
812	7175	125221
813	7183	125189
814	7191	125170
815	7200	125165
816	7209	125158
817	7219	125167
818	7228	125167
819	7238	125174
820	7247	125174
821	7256	125167
822	7265	125154
823	7275	125158
824	7285	125171
825	7294	125170
826	7302	125150
827	7311	125144
828	7321	125149
829	7328	125117
830	7338	125129
831	7347	125120
832	7356	125111
833	7366	125132
834	7375	125126
835	7385	125125
836	7394	125128
837	7402	125097
838	7411	125087
839	7419	125079
840	7427	125052
841	7436	125046
842	7445	125031
843	7455	125052
844	7465	125055
845	7472	125022
846	7481	125007
847	7491	125021
848	7499	125004
849	7508	124992
850	7518	125002
851	7525	124973
852	7535	124969
853	7544	124970
854	7555	124993
855	7564	124995
856	7572	124966
857	7580	124952
858	7589	124945
859	7598	124929
860	7608	124937
861	7617	124939
862	7627	124940
863	7637	124950
864	7645	124943
865	7654	124933
866	7664	124940
867	7671	124901
868	7681	124915
869	7690	124908
870	7700	124916
871	7708	124892
872	7717	124887
873	7727	124891
874	7736	124882
875	7745	124878
876	7753	124865
877	7763	124872
878	7770	124838
879	7779	124822
880	7788	124814
881	7797	124814
882	7805	124792
883	7812	124760
884	7820	124728
885	7829	124728
886	7838	124723
887	7848	124733
888	7857	124719
889	7865	124704
890	7873	124684
891	7882	124675
892	7890	124641
893	7898	124620
894	7907	124620
895	7914	124590
896	7923	124583
897	7932	124568
898	7941	124561
899	7949	124544
900	7958	124533
901	7966	124507
902	7973	124469
903	7981	124455
904	7988	124420
905	7997	124417
906	8004	124377
907	8011	124342
908	8020	124336
909	8029	124324
910	8037	124302
911	8046	124304
912	8055	124291
913	8063	124264
914	8071	124247
915	8080	124245
916	8088	124216
917	8097	124209
918	8106	124210
919	8114	124189
920	8124	124191
921	8133	124186
922	8141	124164
923	8150	124168
924	8158	124145
925	8166	124120
926	8174	124100
927	8182	124083
928	8191	124068
929	8199	124045
930	8207	124036
931	8216	124019
932	8225	124020
933	8234	124008
934	8242	123995
935	8251	123984
936	8259	123965
937	8266	123929
938	8275	123917
939	8283	123898
940	8291	123882
941	8299	123855
942	8307	123837
943	8318	123856
944	8328	123866
945	8337	123857
946	8345	123843
947	8354	123841
948	8363	123833
949	8372	123824
950	8379	123791
951	8388	123779
952	8395	123745
953	8403	123728
954	8412	123727
955	8421	123716
956	8429	123700
957	8439	123697
958	8447	123689
959	8456	123671
960	8464	123661
961	8473	123646
962	8480	123611
963	8488	123596
964	8495	123566
965	8503	123534
966	8512	123535
967	8520	123514
968	8529	123510
969	8540	123528
970	8548	123512
971	8558	123515
972	8568	123530
973	8577	123520
974	8587	123524
975	8595	123504
976	8602	123477
977	8611	123471
978	8621	123475
979	8630	123473
980	8639	123470
981	8647	123437
982	8655	123419
983	8664	123419
984	8672	123396
985	8681	123386
986	8689	123363
987	8696	123337
988	8705	123322
989	8714	123316
990	8722	123305
991	8731	123293
992	8739	123283
993	8748	123265
994	8755	123237
995	8763	123218
996	8772	123216
997	8781	123207
998	8789	123187
999	8797	123163
1000	8806	123157
1001	8816	123161
1002	8825	123166
1003	8834	123158
1004	8843	123145
1005	8851	123130
1006	8865	123189
1007	8875	123206
1008	8884	123189
1009	8892	123175
1010	8901	123171
1011	8910	123165
1012	8921	123188
1013	8931	123195
1014	8941	123192
1015	8949	123179
1016	8958	123173
1017	8967	123169
1018	8977	123173
1019	8985	123154
1020	8994	123143
1021	9003	123135
1022	9014	123168
1023	9024	123170
1024	9036	123203
1025	9047	123219
1026	9055	123207
1027	9064	123194
1028	9073	123196
1029	9081	123175
1030	9089	123146
1031	9098	123141
1032	9107	123135
1033	9117	123145
1034	9127	123157
1035	9135	123141
1036	9143	123116
1037	9153	123119
1038	9160	123095
1039	9168	123074
1040	9180	123104
1041	9188	123082
1042	9197	123074
1043	9206	123070
1044	9216	123074
1045	9226	123079
1046	9234	123063
1047	9242	123042
1048	9251	123045
1049	9259	123020
1050	9269	123026
1051	9278	123022
1052	9287	123013
1053	9298	123033
1054	9307	123031
1055	9317	123028
1056	9326	123030
1057	9334	123007
1058	9342	122982
1059	9351	122977
1060	9359	122955
1061	9368	122949
1062	9377	122944
1063	9386	122945
1064	9397	122955
1065	9407	122974
1066	9417	122978
1067	9427	122977
1068	9434	122949
1069	9442	122922
1070	9451	122922
1071	9460	122916
1072	9468	122901
1073	9479	122909
1074	9488	122905
1075	9497	122907
1076	9508	122919
1077	9518	122924
1078	9528	122940
1079	9538	122939
1080	9548	122944
1081	9555	122916
1082	9564	122908
1083	9573	122903
1084	9584	122920
1085	9593	122916
1086	9603	122914
1087	9612	122914
1088	9622	122914
1089	9630	122903
1090	9638	122881
1091	9648	122884
1092	9657	122881
1093	9665	122854
1094	9673	122840
1095	9684	122857
1096	9693	122849
1097	9702	122841
1098	9710	122827
1099	9719	122825
1100	9730	122835
1101	9739	122834
1102	9748	122821
1103	9756	122808
1104	9764	122785
1105	9772	122760
1106	9780	122750
1107	9790	122758
1108	9799	122749
1109	9808	122737
1110	9817	122732
1111	9825	122717
1112	9833	122696
1113	9842	122692
1114	9851	122673
1115	9859	122658
1116	9866	122629
1117	9873	122602
1118	9882	122589
1119	9891	122581
1120	9901	122585
1121	9912	122612
1122	9922	122611
1123	9930	122595
1124	9939	122586
1125	9946	122557
1126	9955	122547
1127	9964	122543
1128	9972	122518
1129	9981	122515
1130	9990	122504
1131	10000	122513
1132	10009	122513
1133	10017	122492
1134	10026	122477
1135	10034	122462
1136	10043	122451
1137	10054	122474
1138	10061	122445
1139	10068	122413
1140	10076	122397
1141	10085	122384
1142	10094	122373
1143	10102	122364
1144	10112	122369
1145	10119	122340
1146	10127	122312
1147	10136	122311
1148	10144	122285
1149	10152	122273
1150	10160	122255
1151	10169	122246
1152	10179	122254
1153	10188	122250
1154	10196	122230
1155	10206	122233
1156	10215	122226
1157	10222	122198
1158	10232	122193
1159	10239	122168
1160	10248	122158
1161	10256	122140
1162	10263	122117
1163	10273	122112
1164	10281	122100
1165	10289	122080
1166	10298	122078
1167	10307	122064
1168	10314	122041
1169	10323	122028
1170	10332	122020
1171	10340	122004
1172	10349	121993
1173	10356	121966
1174	10364	121947
1175	10372	121934
1176	10381	121920
1177	10389	121908
1178	10398	121893
1179	10407	121888
1180	10416	121880
1181	10425	121877
1182	10432	121851
1183	10441	121839
1184	10449	121819
1185	10456	121796
1186	10465	121786
1187	10474	121776
1188	10482	121763
1189	10492	121761
1190	10502	121767
1191	10511	121759
1192	10520	121752
1193	10529	121751
1194	10538	121738
1195	10546	121723
1196	10553	121700
1197	10564	121707
1198	10573	121707
1199	10582	121694
1200	10590	121686
1201	10599	121677
1202	10608	121662
1203	10617	121659
1204	10625	121643
1205	10633	121621
1206	10644	121635
1207	10652	121624
1208	10660	121608
1209	10671	121621
1210	10680	121615
1211	10689	121604
1212	10698	121595
1213	10705	121575
1214	10714	121567
1215	10723	121553
1216	10730	121528
1217	10739	121524
1218	10747	121503
1219	10755	121487
1220	10766	121494
1221	10775	121489
1222	10783	121475
1223	10793	121484
1224	10801	121465
1225	10810	121453
1226	10819	121443
1227	10829	121457
1228	10840	121464
1229	10848	121451
1230	10858	121449
1231	10867	121450
1232	10876	121445
1233	10885	121437
1234	10895	121442
1235	10904	121426
1236	10912	121415
1237	10921	121407
1238	10931	121409
1239	10939	121391
1240	10947	121374
1241	10956	121369
1242	10965	121364
1243	10974	121349
1244	10982	121333
1245	10991	121331
1246	11001	121335
1247	11010	121324
1248	11019	121321
1249	11027	121305
1250	11037	121301
1251	11047	121310
1252	11057	121314
1253	11066	121309
1254	11075	121303
1255	11084	121297
1256	11094	121294
1257	11101	121269
1258	11110	121261
1259	11118	121249
1260	11127	121242
1261	11137	121239
1262	11145	121229
1263	11156	121237
1264	11166	121246
1265	11176	121241
1266	11184	121229
1267	11193	121227
1268	11201	121200
1269	11210	121194
1270	11218	121180
1271	11226	121165
1272	11237	121174
1273	11246	121169
1274	11256	121169
1275	11267	121183
1276	11275	121171
1277	11284	121160
1278	11292	121146
1279	11300	121124
1280	11308	121110
1281	11317	121099
1282	11326	121100
1283	11335	121086
1284	11346	121099
1285	11355	121094
1286	11364	121090
1287	11373	121085
1288	11382	121070
1289	11390	121058
1290	11398	121041
1291	11407	121031
1292	11415	121012
1293	11424	121009
1294	11432	120990
1295	11439	120960
1296	11447	120948
1297	11457	120943
1298	11465	120933
1299	11474	120924
1300	11483	120913
1301	11491	120900
1302	11500	120896
1303	11509	120884
1304	11518	120882
1305	11529	120887
1306	11536	120868
1307	11546	120863
1308	11557	120881
1309	11567	120887
1310	11576	120882
1311	11584	120864
1312	11592	120847
1313	11602	120845
1314	11610	120825
1315	11619	120821
1316	11627	120808
1317	11636	120799
1318	11647	120810
1319	11655	120798
1320	11665	120801
1321	11674	120794
1322	11683	120778
1323	11690	120755
1324	11700	120755
1325	11707	120734
1326	11717	120734
1327	11725	120720
1328	11734	120713
1329	11742	120695
1330	11750	120677
1331	11759	120671
1332	11770	120676
1333	11778	120667
1334	11786	120650
1335	11795	120635
1336	11802	120614
1337	11812	120612
1338	11819	120591
1339	11827	120568
1340	11835	120554
1341	11844	120543
1342	11852	120530
1343	11861	120526
1344	11870	120518
1345	11880	120516
1346	11888	120495
1347	11896	120482
1348	11904	120465
1349	11913	120454
1350	11920	120431
1351	11928	120412
1352	11936	120399
1353	11945	120393
1354	11953	120375
1355	11963	120373
1356	11972	120372
1357	11980	120352
1358	11989	120349
1359	11998	120334
1360	12006	120319
1361	12013	120297
1362	12021	120275
1363	12028	120250
1364	12036	120236
1365	12046	120235
1366	12055	120231
1367	12064	120225
1368	12073	120216
1369	12082	120203
1370	12090	120194
1371	12098	120176
1372	12107	120166
1373	12115	120146
1374	12122	120123
1375	12131	120116
1376	12141	120120
1377	12150	120113
1378	12159	120100
1379	12166	120080
1380	12175	120069
1381	12185	120070
1382	12193	120056
1383	12202	120052
1384	12210	120030
1385	12218	120013
1386	12227	120007
1387	12236	120002
1388	12245	119997
1389	12253	119982
1390	12262	119971
1391	12270	119955
1392	12278	119938
1393	12287	119928
1394	12294	119906
1395	12303	119894
1396	12310	119875
1397	12317	119848
1398	12326	119835
1399	12336	119836
1400	12346	119847
1401	12356	119847
1402	12365	119834
1403	12373	119822
1404	12383	119821
1405	12390	119799
1406	12399	119787
1407	12406	119762
1408	12413	119736
1409	12421	119723
1410	12430	119719
1411	12440	119713
1412	12448	119700
1413	12459	119709
1414	12468	119702
1415	12477	119700
1416	12486	119690
1417	12495	119688
1418	12503	119669
1419	12511	119652
1420	12521	119654
1421	12529	119640
1422	12539	119637
1423	12548	119634
1424	12559	119650
1425	12567	119629
1426	12575	119613
1427	12585	119610
1428	12593	119600
1429	12601	119586
1430	12609	119563
1431	12617	119546
1432	12627	119551
1433	12635	119538
1434	12643	119522
1435	12652	119513
1436	12660	119494
1437	12667	119471
1438	12676	119460
1439	12683	119439
1440	12691	119423
1441	12702	119430
1442	12711	119420
1443	12719	119409
1444	12729	119415
1445	12739	119410
1446	12748	119407
1447	12757	119396
1448	12764	119370
1449	12773	119363
1450	12782	119360
1451	12791	119351
1452	12801	119351
1453	12810	119349
1454	12820	119353
1455	12829	119345
1456	12838	119338
1457	12848	119337
1458	12856	119324
1459	12864	119307
1460	12873	119296
1461	12881	119280
1462	12889	119264
1463	12899	119270
1464	12910	119276
1465	12920	119278
1466	12930	119280
1467	12939	119275
1468	12948	119266
1469	12956	119253
1470	12965	119243
1471	12972	119223
1472	12982	119217
1473	12990	119202
1474	12999	119201
1475	13009	119202
1476	13018	119197
1477	13027	119189
1478	13036	119177
1479	13044	119164
1480	13053	119153
1481	13061	119140
1482	13070	119129
1483	13078	119119
1484	13088	119115
1485	13096	119099
1486	13107	119109
1487	13115	119098
1488	13125	119097
1489	13133	119083
1490	13142	119075
1491	13150	119059
1492	13159	119050
1493	13168	119045
1494	13177	119038
1495	13185	119023
1496	13193	119007
1497	13204	119012
1498	13213	119005
1499	13222	119006
1500	13232	119000
1501	13240	118983
1502	13248	118967
1503	13257	118961
1504	13266	118957
1505	13273	118935
1506	13283	118931
1507	13291	118915
1508	13299	118905
1509	13309	118906
1510	13319	118905
1511	13328	118902
1512	13338	118897
1513	13347	118889
1514	13355	118880
1515	13364	118872
1516	13373	118863
1517	13382	118852
1518	13389	118832
1519	13397	118814
1520	13408	118826
1521	13416	118809
1522	13427	118817
1523	13436	118808
1524	13443	118785
1525	13452	118776
1526	13460	118766
1527	13469	118759
1528	13477	118742
1529	13485	118728
1530	13493	118709
1531	13503	118712
1532	13512	118707
1533	13521	118699
1534	13531	118694
1535	13540	118686
1536	13549	118681
1537	13558	118680
1538	13566	118659
1539	13575	118656
1540	13585	118652
1541	13595	118652
1542	13604	118647
1543	13613	118640
1544	13622	118634
1545	13631	118631
1546	13639	118607
1547	13646	118590
1548	13656	118591
1549	13663	118567
1550	13672	118553
1551	13679	118531
1552	13686	118509
1553	13695	118496
1554	13704	118491
1555	13713	118487
1556	13724	118492
1557	13732	118479
1558	13742	118478
1559	13750	118467
1560	13758	118449
1561	13767	118441
1562	13774	118416
1563	13781	118394
1564	13789	118378
1565	13798	118369
1566	13806	118357
1567	13816	118354
1568	13824	118342
1569	13831	118320
1570	13840	118305
1571	13849	118298
1572	13856	118275
1573	13864	118263
1574	13871	118238
1575	13879	118219
1576	13887	118209
1577	13898	118217
1578	13907	118205
1579	13915	118190
1580	13924	118184
1581	13931	118164
1582	13940	118156
1583	13950	118154
1584	13958	118142
1585	13967	118135
1586	13975	118116
1587	13983	118103
1588	13992	118092
1589	14000	118081
1590	14009	118072
1591	14018	118062
1592	14027	118055
1593	14034	118037
1594	14043	118023
1595	14050	118006
1596	14059	117997
1597	14067	117979
1598	14075	117966
1599	14085	117968
1600	14094	117957
1601	14102	117942
1602	14111	117932
1603	14120	117930
1604	14128	117910
1605	14136	117896
1606	14145	117887
1607	14152	117867
1608	14160	117853
1609	14167	117828
1610	14175	117810
1611	14183	117799
1612	14192	117789
1613	14201	117785
1614	14210	117776
1615	14220	117773
1616	14228	117761
1617	14237	117754
1618	14244	117734
1619	14252	117716
1620	14260	117696
1621	14268	117683
1622	14275	117662
1623	14283	117646
1624	14291	117633
1625	14302	117637
1626	14313	117644
1627	14322	117639
1628	14330	117625
1629	14338	117612
1630	14347	117605
1631	14355	117584
1632	14362	117563
1633	14369	117542
1634	14378	117536
1635	14387	117529
1636	14395	117514
1637	14403	117497
1638	14412	117486
1639	14420	117474
1640	14429	117467
1641	14439	117465
1642	14447	117451
1643	14455	117441
1644	14463	117419
1645	14470	117397
1646	14479	117390
1647	14489	117392
1648	14498	117387
1649	14507	117377
1650	14516	117368
1651	14525	117361
1652	14533	117347
1653	14541	117331
1654	14549	117319
1655	14558	117309
1656	14566	117298
1657	14575	117291
1658	14583	117278
1659	14592	117266
1660	14600	117256
1661	14608	117240
1662	14616	117223
1663	14624	117209
1664	14635	117212
1665	14645	117216
1666	14653	117200
1667	14660	117177
1668	14669	117172
1669	14679	117168
1670	14687	117156
1671	14696	117148
1672	14705	117142
1673	14713	117130
1674	14721	117111
