iter	Passed	Remaining
2788	24424	106938
2789	24433	106929
2790	24443	106926
2791	24453	106924
2792	24463	106918
2793	24472	106913
2794	24481	106902
2795	24491	106900
2796	24499	106888
2797	24508	106881
2798	24517	106872
2799	24527	106871
2800	24536	106862
2801	24544	106850
2802	24554	106844
2803	24564	106841
2804	24576	106846
2805	24584	106837
2806	24594	106834
2807	24602	106822
2808	24611	106814
2809	24619	106801
2810	24628	106794
2811	24637	106785
2812	24645	106773
2813	24654	106764
2814	24664	106762
2815	24675	106763
2816	24684	106754
2817	24693	106746
2818	24700	106731
2819	24709	106723
2820	24716	106709
2821	24727	106706
2822	24734	106693
2823	24742	106678
2824	24751	106674
2825	24762	106671
2826	24773	106676
2827	24782	106666
2828	24790	106654
2829	24798	106641
2830	24807	106634
2831	24816	106625
2832	24826	106623
2833	24834	106612
2834	24845	106611
2835	24853	106601
2836	24864	106602
2837	24873	106594
2838	24882	106585
2839	24890	106573
2840	24897	106559
2841	24907	106552
2842	24915	106539
2843	24923	106529
2844	24931	106519
2845	24940	106507
2846	24948	106498
2847	24957	106491
2848	24966	106481
2849	24976	106478
2850	24985	106473
2851	24993	106459
2852	25001	106446
2853	25010	106440
2854	25019	106431
2855	25027	106419
2856	25035	106409
2857	25044	106398
2858	25053	106393
2859	25063	106386
2860	25076	106395
2861	25085	106390
2862	25093	106378
2863	25102	106371
2864	25111	106362
2865	25120	106352
2866	25127	106339
2867	25136	106330
2868	25145	106321
2869	25153	106310
2870	25162	106303
2871	25172	106297
2872	25181	106292
2873	25190	106283
2874	25200	106279
2875	25208	106270
2876	25218	106262
2877	25226	106251
2878	25234	106240
2879	25244	106236
2880	25252	106226
2881	25262	106223
2882	25271	106215
2883	25281	106211
2884	25291	106205
2885	25300	106197
2886	25308	106186
2887	25317	106179
2888	25326	106169
2889	25334	106157
2890	25344	106154
2891	25353	106146
2892	25362	106140
2893	25371	106134
2894	25379	106122
2895	25391	106123
2896	25401	106119
2897	25410	106112
2898	25419	106104
2899	25426	106090
2900	25435	106083
2901	25444	106074
2902	25453	106067
2903	25463	106060
2904	25471	106051
2905	25480	106042
2906	25488	106032
2907	25497	106023
2908	25505	106012
2909	25514	106003
2910	25521	105987
2911	25532	105986
2912	25540	105977
2913	25549	105968
2914	25559	105964
2915	25567	105954
2916	25575	105941
2917	25582	105926
2918	25591	105916
2919	25599	105904
2920	25608	105896
2921	25616	105883
2922	25623	105868
2923	25632	105860
2924	25640	105851
2925	25649	105840
2926	25657	105830
2927	25665	105819
2928	25674	105811
2929	25683	105800
2930	25691	105792
2931	25699	105777
2932	25707	105766
2933	25716	105756
2934	25723	105740
2935	25732	105732
2936	25740	105722
2937	25748	105710
2938	25757	105703
2939	25765	105691
2940	25773	105677
2941	25781	105667
2942	25790	105660
2943	25798	105646
2944	25806	105635
2945	25813	105620
2946	25821	105606
2947	25829	105595
2948	25838	105587
2949	25846	105577
2950	25855	105567
2951	25865	105564
2952	25872	105549
2953	25880	105538
2954	25888	105527
2955	25897	105517
2956	25907	105513
2957	25915	105499
2958	25922	105486
2959	25931	105478
2960	25941	105473
2961	25950	105465
2962	25959	105459
2963	25967	105445
2964	25974	105432
2965	25982	105420
2966	25992	105414
2967	26000	105403
2968	26008	105390
2969	26015	105377
2970	26024	105367
2971	26033	105362
2972	26044	105358
2973	26052	105349
2974	26060	105338
2975	26068	105324
2976	26076	105313
2977	26084	105303
2978	26091	105287
2979	26100	105279
2980	26111	105277
2981	26120	105268
2982	26129	105263
2983	26138	105254
2984	26147	105245
2985	26155	105236
2986	26163	105223
2987	26171	105211
2988	26180	105204
2989	26188	105191
2990	26196	105180
2991	26205	105173
2992	26213	105158
2993	26221	105150
2994	26230	105141
2995	26239	105134
2996	26249	105128
2997	26258	105120
2998	26267	105112
2999	26275	105103
3000	26282	105087
3001	26291	105079
3002	26299	105068
3003	26309	105063
3004	26319	105057
3005	26327	105046
3006	26335	105035
3007	26344	105026
3008	26354	105024
3009	26361	105007
3010	26369	104995
3011	26377	104985
3012	26385	104973
3013	26395	104969
3014	26404	104961
3015	26413	104954
3016	26423	104947
3017	26433	104944
3018	26442	104937
3019	26451	104930
3020	26460	104922
3021	26469	104916
3022	26478	104908
3023	26489	104904
3024	26497	104894
3025	26505	104884
3026	26517	104887
3027	26528	104889
3028	26539	104886
3029	26550	104889
3030	26560	104881
3031	26569	104875
3032	26578	104868
3033	26588	104863
3034	26597	104856
3035	26605	104845
3036	26615	104840
3037	26625	104838
3038	26635	104834
3039	26645	104829
3040	26654	104819
3041	26664	104817
3042	26674	104812
3043	26685	104813
3044	26693	104801
3045	26701	104791
3046	26710	104782
3047	26720	104777
3048	26729	104770
3049	26740	104770
3050	26749	104762
3051	26757	104752
3052	26766	104744
3053	26774	104732
3054	26785	104730
3055	26794	104722
3056	26802	104709
3057	26812	104706
3058	26822	104703
3059	26831	104694
3060	26842	104694
3061	26852	104692
3062	26863	104690
3063	26871	104678
3064	26880	104671
3065	26888	104659
3066	26895	104645
3067	26905	104640
3068	26914	104630
3069	26924	104627
3070	26933	104619
3071	26943	104617
3072	26952	104607
3073	26961	104600
3074	26969	104588
3075	26984	104602
3076	26992	104593
3077	27003	104592
3078	27012	104584
3079	27021	104577
3080	27031	104572
3081	27041	104566
3082	27051	104562
3083	27060	104556
3084	27068	104545
3085	27077	104537
3086	27087	104533
3087	27096	104526
3088	27105	104517
3089	27114	104509
3090	27124	104504
3091	27134	104499
3092	27142	104490
3093	27152	104484
3094	27162	104482
3095	27172	104477
3096	27181	104468
3097	27190	104459
3098	27199	104454
3099	27209	104448
3100	27218	104441
3101	27227	104433
3102	27238	104433
3103	27247	104424
3104	27257	104421
3105	27266	104411
3106	27274	104399
3107	27282	104389
3108	27292	104386
3109	27303	104385
3110	27312	104377
3111	27322	104371
3112	27332	104371
3113	27342	104364
3114	27352	104359
3115	27359	104345
3116	27368	104337
3117	27376	104327
3118	27385	104319
3119	27395	104312
3120	27403	104302
3121	27412	104293
3122	27421	104285
3123	27429	104275
3124	27436	104260
3125	27444	104247
3126	27454	104243
3127	27462	104232
3128	27471	104223
3129	27478	104208
3130	27485	104192
3131	27494	104183
3132	27505	104182
3133	27516	104184
3134	27525	104176
3135	27533	104163
3136	27540	104148
3137	27549	104139
3138	27558	104134
3139	27567	104122
3140	27574	104109
3141	27581	104094
3142	27591	104087
3143	27599	104078
3144	27608	104071
3145	27617	104062
3146	27625	104051
3147	27633	104039
3148	27642	104029
3149	27653	104029
3150	27662	104022
3151	27671	104012
3152	27678	104000
3153	27688	103992
3154	27697	103986
3155	27706	103976
3156	27714	103967
3157	27723	103959
3158	27730	103942
3159	27737	103928
3160	27745	103917
3161	27754	103907
3162	27763	103900
3163	27773	103896
3164	27780	103880
3165	27790	103874
3166	27800	103871
3167	27808	103861
3168	27817	103854
3169	27825	103842
3170	27833	103827
3171	27841	103819
3172	27849	103807
3173	27858	103797
3174	27868	103793
3175	27876	103783
3176	27885	103773
3177	27893	103762
3178	27901	103752
3179	27910	103742
3180	27918	103732
3181	27926	103717
3182	27933	103704
3183	27942	103695
3184	27949	103680
3185	27958	103674
3186	27968	103669
3187	27977	103662
3188	27987	103656
3189	27997	103652
3190	28006	103644
3191	28015	103636
3192	28022	103621
3193	28030	103608
3194	28039	103602
3195	28047	103588
3196	28055	103579
3197	28065	103573
3198	28072	103558
3199	28080	103548
3200	28088	103536
3201	28097	103526
3202	28105	103516
3203	28115	103513
3204	28123	103499
3205	28131	103488
3206	28140	103478
3207	28149	103472
3208	28158	103462
3209	28166	103451
3210	28176	103447
3211	28184	103438
3212	28194	103431
3213	28221	103491
3214	28232	103490
3215	28242	103484
3216	28252	103480
3217	28263	103479
3218	28273	103476
3219	28282	103468
3220	28291	103461
3221	28300	103453
3222	28309	103444
3223	28316	103430
3224	28324	103418
3225	28333	103408
3226	28341	103397
3227	28350	103389
3228	28358	103378
3229	28367	103370
3230	28375	103359
3231	28385	103352
3232	28393	103343
3233	28404	103340
3234	28412	103331
3235	28421	103323
3236	28431	103317
3237	28438	103302
3238	28448	103296
3239	28456	103285
3240	28468	103287
3241	28478	103283
3242	28487	103275
3243	28495	103266
3244	28505	103262
3245	28515	103255
3246	28523	103246
3247	28532	103237
3248	28539	103220
3249	28548	103214
3250	28556	103200
3251	28563	103188
3252	28575	103190
3253	28583	103179
3254	28593	103175
3255	28603	103168
3256	28611	103157
3257	28620	103148
3258	28629	103142
3259	28639	103136
3260	28647	103126
3261	28655	103115
3262	28663	103102
3263	28674	103101
3264	28682	103088
3265	28692	103083
3266	28700	103074
3267	28709	103064
3268	28717	103056
3269	28726	103048
3270	28735	103038
3271	28744	103030
3272	28752	103019
3273	28761	103012
3274	28772	103009
3275	28782	103004
3276	28790	102992
3277	28800	102988
3278	28808	102978
3279	28816	102965
3280	28825	102956
3281	28833	102946
3282	28841	102936
3283	28850	102926
3284	28859	102919
3285	28870	102916
3286	28879	102909
3287	28887	102899
3288	28896	102892
3289	28905	102884
3290	28914	102873
3291	28923	102865
3292	28932	102857
3293	28941	102850
3294	28950	102841
3295	28957	102828
3296	28968	102825
3297	28978	102821
3298	28987	102814
3299	28996	102804
3300	29005	102796
3301	29014	102788
3302	29025	102787
3303	29034	102782
3304	29042	102768
3305	29049	102755
3306	29059	102749
3307	29068	102742
3308	29077	102734
3309	29086	102724
3310	29094	102714
3311	29103	102707
3312	29113	102700
3313	29122	102694
3314	29132	102689
3315	29140	102677
3316	29148	102666
3317	29159	102663
3318	29167	102654
3319	29177	102649
3320	29188	102648
3321	29197	102637
3322	29206	102631
3323	29216	102625
3324	29223	102612
3325	29233	102605
3326	29241	102594
3327	29249	102584
3328	29260	102583
3329	29270	102577
3330	29279	102571
3331	29289	102564
3332	29296	102551
3333	29305	102541
3334	29314	102535
3335	29322	102522
3336	29332	102519
3337	29341	102510
3338	29349	102499
3339	29360	102497
3340	29370	102493
3341	29380	102488
3342	29390	102484
3343	29399	102474
3344	29407	102464
3345	29415	102454
3346	29424	102443
3347	29432	102433
3348	29440	102421
3349	29448	102408
3350	29457	102402
3351	29466	102395
3352	29475	102385
3353	29485	102381
3354	29493	102368
3355	29501	102358
3356	29510	102350
3357	29518	102338
3358	29527	102331
3359	29534	102316
3360	29542	102303
3361	29550	102294
3362	29559	102285
3363	29568	102275
3364	29576	102264
3365	29584	102252
3366	29591	102240
3367	29600	102232
3368	29609	102222
3369	29616	102207
3370	29625	102200
3371	29633	102188
3372	29640	102173
3373	29649	102164
3374	29658	102155
3375	29666	102146
3376	29674	102134
3377	29684	102130
3378	29691	102114
3379	29698	102100
3380	29707	102092
3381	29716	102083
3382	29724	102072
3383	29732	102058
3384	29740	102050
3385	29750	102044
3386	29760	102040
3387	29769	102030
3388	29777	102021
3389	29787	102014
3390	29794	102000
3391	29803	101991
3392	29811	101979
3393	29819	101971
3394	29828	101960
3395	29837	101952
3396	29845	101943
3397	29853	101930
3398	29861	101919
3399	29870	101912
3400	29879	101903
3401	29888	101896
3402	29896	101884
3403	29906	101879
3404	29915	101869
3405	29923	101860
3406	29933	101853
3407	29941	101842
3408	29949	101831
3409	29957	101821
3410	29966	101811
3411	29974	101800
3412	29981	101786
3413	29988	101771
3414	29997	101762
3415	30005	101751
3416	30014	101744
3417	30022	101733
3418	30032	101727
3419	30043	101725
3420	30051	101715
3421	30060	101707
3422	30069	101699
3423	30077	101687
3424	30086	101680
3425	30095	101671
3426	30103	101660
3427	30113	101653
3428	30120	101639
3429	30128	101629
3430	30137	101620
3431	30147	101615
3432	30157	101612
3433	30166	101604
3434	30175	101593
3435	30183	101584
3436	30191	101572
3437	30200	101565
3438	30209	101555
3439	30216	101540
3440	30223	101527
3441	30231	101515
3442	30240	101508
3443	30249	101500
3444	30258	101491
3445	30266	101480
3446	30275	101472
3447	30285	101465
3448	30293	101454
3449	30301	101443
3450	30309	101434
3451	30318	101424
3452	30327	101415
3453	30337	101410
3454	30347	101406
3455	30356	101398
3456	30366	101393
3457	30373	101381
3458	30381	101367
3459	30391	101361
3460	30398	101350
3461	30407	101340
3462	30415	101327
3463	30423	101316
3464	30432	101310
3465	30442	101304
3466	30470	101359
3467	30509	101451
3468	30523	101459
3469	30536	101466
3470	30545	101457
3471	30555	101452
3472	30565	101447
3473	30573	101435
3474	30581	101425
3475	30589	101413
3476	30596	101399
3477	30606	101392
3478	30614	101383
3479	30624	101379
3480	30633	101371
3481	30643	101363
3482	30653	101358
3483	30663	101354
3484	30672	101347
3485	30680	101336
3486	30689	101327
3487	30697	101316
3488	30706	101308
3489	30715	101300
3490	30725	101295
3491	30733	101283
3492	30743	101278
3493	30755	101280
3494	30763	101270
3495	30771	101258
3496	30781	101251
3497	30789	101240
3498	30797	101230
3499	30806	101221
3500	30814	101208
3501	30823	101200
3502	30832	101194
3503	30841	101186
3504	30852	101182
3505	30861	101175
3506	30870	101166
3507	30879	101158
3508	30887	101149
3509	30896	101140
3510	30905	101130
3511	30912	101116
3512	30920	101104
3513	30930	101101
3514	30939	101093
3515	30950	101090
3516	30958	101080
3517	30966	101068
3518	30975	101059
3519	30983	101049
3520	30993	101042
3521	31002	101034
3522	31010	101024
3523	31019	101014
3524	31027	101005
3525	31036	100997
3526	31045	100989
3527	31055	100984
3528	31064	100976
3529	31074	100971
3530	31083	100960
3531	31092	100952
3532	31100	100941
3533	31108	100932
3534	31118	100924
3535	31127	100917
3536	31138	100915
3537	31147	100908
3538	31157	100904
3539	31165	100892
3540	31175	100886
3541	31183	100876
3542	31192	100868
3543	31200	100854
3544	31207	100840
3545	31217	100837
3546	31227	100831
3547	31237	100826
3548	31248	100825
3549	31258	100820
3550	31267	100810
3551	31276	100803
3552	31284	100792
3553	31292	100782
3554	31300	100769
3555	31310	100765
3556	31319	100756
3557	31329	100749
3558	31337	100740
3559	31345	100728
3560	31353	100717
3561	31362	100710
3562	31371	100699
3563	31378	100686
3564	31387	100679
3565	31395	100665
3566	31402	100652
3567	31411	100644
3568	31420	100633
3569	31428	100623
3570	31436	100612
3571	31445	100603
3572	31452	100588
3573	31458	100572
3574	31467	100565
3575	31476	100554
3576	31484	100545
3577	31495	100542
3578	31505	100537
3579	31514	100531
3580	31524	100523
3581	31533	100517
3582	31544	100512
3583	31551	100501
3584	31561	100494
3585	31568	100481
3586	31578	100474
3587	31586	100463
3588	31594	100451
3589	31602	100442
3590	31611	100433
3591	31620	100424
3592	31629	100417
3593	31638	100409
3594	31646	100396
3595	31655	100387
3596	31663	100376
3597	31670	100364
3598	31679	100354
3599	31687	100344
3600	31696	100335
3601	31706	100329
3602	31714	100318
3603	31722	100306
3604	31730	100297
3605	31739	100288
3606	31749	100281
3607	31756	100268
3608	31766	100264
3609	31775	100256
3610	31783	100244
3611	31790	100231
3612	31799	100221
3613	31808	100213
3614	31817	100206
3615	31826	100197
3616	31834	100186
3617	31842	100174
3618	31849	100160
3619	31857	100148
3620	31866	100140
3621	31874	100130
3622	31882	100117
3623	31889	100103
3624	31898	100096
3625	31908	100091
3626	31917	100082
3627	31926	100074
3628	31935	100064
3629	31943	100053
3630	31950	100039
3631	31959	100030
3632	31967	100020
3633	31976	100011
3634	31985	100003
3635	31993	99994
3636	32002	99985
3637	32011	99977
3638	32020	99969
3639	32029	99960
3640	32037	99947
3641	32045	99936
3642	32053	99926
3643	32061	99915
3644	32070	99908
3645	32078	99896
3646	32088	99889
3647	32097	99881
3648	32106	99874
3649	32115	99866
3650	32124	99858
3651	32132	99845
3652	32140	99836
3653	32149	99826
3654	32157	99814
3655	32166	99806
3656	32173	99792
3657	32180	99780
3658	32188	99768
3659	32197	99760
3660	32207	99754
3661	32216	99745
3662	32226	99739
3663	32233	99728
3664	32241	99715
3665	32250	99707
3666	32258	99696
3667	32268	99690
3668	32276	99681
3669	32285	99671
3670	32295	99667
3671	32305	99659
3672	32314	99653
3673	32323	99645
3674	32330	99632
3675	32337	99617
3676	32347	99610
3677	32356	99602
3678	32365	99594
3679	32374	99586
3680	32381	99573
3681	32392	99570
3682	32401	99563
3683	32412	99561
3684	32422	99554
3685	32430	99542
3686	32437	99529
3687	32447	99524
3688	32455	99512
3689	32463	99502
3690	32471	99490
3691	32479	99479
3692	32490	99477
3693	32499	99469
3694	32509	99463
3695	32518	99456
3696	32527	99446
3697	32534	99433
3698	32543	99425
3699	32552	99417
3700	32562	99410
3701	32569	99398
3702	32579	99391
3703	32589	99387
3704	32597	99377
3705	32605	99366
3706	32616	99361
3707	32624	99352
3708	32631	99338
3709	32640	99329
3710	32649	99321
3711	32659	99315
3712	32667	99304
3713	32677	99299
3714	32688	99297
3715	32697	99288
3716	32706	99279
3717	32716	99275
3718	32724	99263
3719	32731	99249
3720	32739	99240
3721	32748	99229
3722	32757	99224
3723	32765	99212
3724	32774	99202
3725	32783	99196
3726	32793	99188
3727	32802	99180
3728	32811	99174
3729	32820	99165
3730	32828	99153
3731	32836	99142
3732	32843	99128
3733	32852	99121
3734	32859	99107
3735	32868	99097
3736	32878	99093
3737	32888	99086
3738	32896	99076
3739	32906	99070
3740	32915	99064
3741	32924	99056
3742	32934	99049
3743	32942	99037
3744	32951	99029
3745	32959	99019
3746	32967	99008
3747	32976	99000
3748	32985	98993
3749	32995	98987
3750	33005	98981
3751	33015	98975
3752	33024	98968
3753	33033	98959
3754	33040	98946
3755	33050	98941
3756	33059	98932
3757	33068	98923
3758	33078	98919
3759	33088	98913
3760	33097	98905
3761	33108	98902
3762	33118	98896
3763	33128	98891
3764	33135	98879
3765	33144	98870
3766	33152	98860
3767	33160	98848
3768	33169	98838
3769	33179	98835
3770	33189	98829
3771	33200	98825
3772	33208	98816
3773	33216	98805
3774	33227	98802
3775	33234	98789
3776	33243	98780
3777	33251	98767
3778	33259	98758
3779	33268	98750
3780	33278	98743
3781	33286	98731
3782	33294	98722
3783	33303	98714
3784	33311	98702
3785	33319	98691
3786	33328	98682
3787	33336	98672
3788	33344	98660
3789	33352	98649
3790	33359	98635
3791	33367	98624
3792	33376	98616
3793	33385	98606
3794	33393	98595
3795	33401	98585
3796	33408	98572
3797	33416	98560
3798	33425	98552
3799	33432	98538
3800	33441	98530
3801	33448	98516
3802	33456	98504
3803	33465	98495
3804	33473	98485
3805	33482	98476
3806	33490	98466
3807	33499	98457
3808	33506	98444
3809	33515	98434
3810	33523	98424
3811	33531	98413
3812	33539	98402
3813	33547	98390
3814	33554	98376
3815	33562	98366
3816	33571	98357
3817	33579	98346
3818	33587	98336
3819	33597	98329
3820	33604	98316
3821	33612	98305
3822	33621	98295
3823	33630	98288
3824	33638	98278
3825	33646	98265
3826	33656	98260
3827	33665	98253
3828	33674	98244
3829	33683	98234
3830	33691	98226
3831	33699	98214
3832	33707	98202
3833	33716	98194
3834	33725	98186
3835	33734	98178
3836	33743	98169
3837	33750	98157
3838	33758	98145
3839	33767	98137
3840	33775	98126
3841	33784	98117
3842	33792	98106
3843	33800	98094
3844	33808	98083
3845	33816	98072
3846	33823	98059
3847	33832	98049
3848	33841	98042
3849	33850	98033
3850	33861	98031
3851	33870	98025
3852	33879	98015
3853	33888	98007
3854	33896	97995
3855	33904	97984
3856	33914	97980
3857	33922	97969
3858	33932	97963
3859	33941	97956
3860	33950	97945
3861	33959	97938
3862	33968	97930
3863	33977	97922
3864	33986	97913
3865	33993	97900
3866	34001	97889
3867	34010	97880
3868	34020	97876
3869	34029	97868
3870	34039	97861
3871	34047	97852
3872	34056	97843
3873	34065	97836
3874	34075	97829
3875	34083	97819
3876	34091	97807
3877	34099	97795
3878	34108	97788
3879	34117	97779
3880	34126	97770
3881	34134	97761
3882	34145	97759
3883	34154	97751
3884	34164	97743
3885	34173	97735
3886	34181	97725
3887	34188	97712
3888	34196	97700
3889	34205	97691
3890	34212	97678
3891	34221	97670
3892	34229	97659
3893	34238	97650
3894	34247	97642
3895	34256	97633
3896	34265	97625
3897	34275	97621
3898	34284	97613
3899	34292	97600
3900	34301	97594
3901	34310	97585
3902	34320	97579
3903	34329	97571
3904	34339	97565
3905	34349	97560
3906	34358	97553
3907	34368	97548
3908	34378	97541
3909	34386	97530
3910	34393	97516
3911	34402	97508
3912	34409	97496
3913	34419	97489
3914	34426	97476
3915	34434	97466
3916	34443	97457
3917	34453	97451
3918	34463	97445
3919	34473	97441
3920	34482	97432
3921	34491	97423
3922	34502	97420
3923	34510	97408
3924	34519	97402
3925	34529	97396
3926	34539	97390
3927	34549	97385
3928	34557	97374
3929	34567	97370
3930	34576	97359
3931	34584	97350
3932	34592	97339
3933	34601	97332
3934	34610	97322
3935	34619	97313
3936	34627	97303
3937	34635	97293
3938	34645	97288
3939	34654	97279
3940	34663	97271
3941	34673	97264
3942	34681	97254
3943	34690	97244
3944	34699	97237
3945	34709	97232
3946	34717	97222
3947	34727	97214
3948	34737	97209
3949	34746	97201
3950	34754	97192
3951	34763	97182
3952	34773	97178
3953	34781	97166
3954	34790	97157
3955	34798	97146
3956	34807	97138
3957	34816	97129
3958	34825	97121
3959	34833	97111
3960	34842	97102
3961	34852	97097
3962	34860	97087
3963	34870	97081
3964	34879	97072
3965	34889	97067
3966	34897	97056
3967	34906	97049
3968	34914	97037
3969	34922	97027
3970	34930	97015
3971	34940	97009
3972	34950	97003
3973	34957	96991
3974	34966	96982
3975	34974	96972
3976	34983	96964
3977	34993	96958
3978	35002	96950
3979	35012	96944
3980	35021	96934
3981	35030	96929
3982	35039	96920
3983	35050	96916
3984	35060	96910
3985	35069	96902
3986	35078	96894
3987	35087	96886
3988	35095	96875
3989	35104	96868
3990	35112	96856
3991	35120	96846
3992	35129	96836
3993	35139	96831
3994	35150	96828
3995	35159	96819
3996	35168	96811
3997	35176	96802
3998	35185	96792
3999	35194	96783
4000	35202	96775
4001	35212	96767
4002	35219	96754
4003	35228	96746
4004	35236	96736
4005	35247	96733
4006	35256	96723
4007	35265	96715
4008	35273	96703
4009	35281	96693
4010	35289	96682
4011	35298	96673
4012	35305	96660
4013	35312	96647
4014	35320	96637
4015	35329	96629
4016	35338	96619
4017	35348	96614
4018	35356	96603
4019	35365	96594
4020	35374	96586
4021	35382	96576
4022	35391	96568
4023	35399	96557
4024	35407	96546
4025	35415	96534
4026	35424	96525
4027	35434	96520
4028	35444	96516
4029	35456	96515
4030	35466	96509
4031	35475	96502
4032	35482	96488
4033	35491	96480
4034	35499	96468
4035	35507	96457
4036	35516	96448
4037	35525	96441
4038	35534	96433
4039	35542	96422
4040	35552	96415
4041	35561	96408
4042	35569	96398
4043	35578	96389
4044	35586	96379
4045	35595	96371
4046	35602	96357
4047	35610	96344
4048	35618	96334
4049	35627	96325
4050	35636	96317
4051	35645	96310
4052	35654	96300
4053	35662	96290
4054	35671	96282
4055	35679	96269
4056	35687	96260
4057	35695	96249
4058	35702	96236
4059	35712	96229
4060	35720	96220
4061	35729	96211
4062	35738	96202
4063	35746	96191
4064	35755	96183
4065	35763	96173
4066	35772	96164
4067	35779	96150
4068	35788	96142
4069	35796	96131
4070	35804	96121
4071	35813	96112
4072	35822	96103
4073	35830	96094
4074	35839	96084
4075	35848	96076
4076	35856	96065
4077	35863	96052
4078	35874	96048
4079	35883	96039
4080	35891	96031
4081	35901	96025
4082	35909	96013
4083	35917	96003
4084	35926	95994
4085	35934	95984
4086	35944	95977
4087	35952	95966
4088	35959	95953
4089	35968	95944
4090	35977	95935
4091	35985	95925
4092	35992	95913
4093	36001	95903
4094	36010	95896
4095	36020	95890
4096	36029	95883
4097	36039	95875
4098	36046	95864
4099	36054	95851
4100	36062	95842
4101	36071	95832
4102	36080	95824
4103	36087	95810
4104	36094	95797
4105	36102	95787
4106	36113	95783
4107	36121	95774
4108	36131	95767
4109	36139	95757
4110	36149	95751
4111	36157	95739
4112	36165	95730
4113	36174	95720
4114	36182	95710
4115	36190	95699
4116	36199	95690
4117	36209	95685
4118	36219	95679
4119	36228	95672
4120	36236	95661
4121	36244	95648
4122	36252	95637
4123	36260	95628
4124	36267	95615
4125	36276	95606
4126	36285	95598
4127	36295	95592
4128	36307	95592
4129	36317	95586
4130	36326	95578
4131	36335	95569
4132	36344	95561
4133	36352	95551
4134	36362	95544
4135	36369	95530
4136	36377	95520
4137	36386	95512
4138	36398	95511
4139	36407	95504
4140	36416	95495
4141	36429	95497
4142	36437	95487
4143	36445	95476
4144	36454	95468
4145	36463	95458
4146	36471	95449
4147	36480	95440
4148	36490	95434
4149	36498	95424
4150	36508	95418
4151	36519	95414
4152	36528	95408
4153	36537	95399
4154	36546	95389
4155	36556	95383
4156	36565	95375
4157	36573	95365
4158	36582	95358
4159	36592	95350
4160	36602	95345
4161	36612	95339
4162	36620	95330
4163	36630	95323
4164	36637	95309
4165	36644	95298
4166	36653	95288
4167	36661	95278
4168	36670	95269
4169	36678	95258
4170	36685	95246
4171	36695	95238
4172	36705	95232
4173	36715	95227
4174	36723	95217
4175	36733	95210
4176	36740	95198
4177	36748	95186
4178	36757	95179
4179	36766	95171
4180	36775	95162
4181	36784	95153
4182	36793	95146
4183	36804	95143
4184	36814	95138
4185	36824	95132
4186	36834	95124
4187	36841	95113
4188	36850	95103
4189	36859	95095
4190	36868	95088
4191	36876	95077
4192	36883	95064
4193	36894	95060
4194	36904	95053
4195	36914	95047
4196	36922	95039
4197	36933	95034
4198	36942	95025
4199	36950	95014
4200	36960	95009
4201	36968	94999
4202	36975	94986
4203	36983	94974
4204	36992	94966
4205	37001	94959
4206	37011	94953
4207	37021	94946
4208	37030	94937
4209	37038	94926
4210	37046	94916
4211	37055	94907
4212	37063	94897
4213	37071	94886
4214	37079	94877
4215	37090	94873
4216	37102	94871
4217	37111	94864
4218	37121	94859
4219	37129	94848
4220	37137	94837
4221	37145	94826
4222	37155	94819
4223	37164	94810
4224	37172	94800
4225	37181	94792
4226	37191	94785
4227	37199	94776
4228	37207	94766
4229	37217	94758
4230	37224	94746
4231	37232	94734
4232	37241	94726
4233	37248	94713
4234	37257	94704
4235	37265	94694
4236	37272	94681
4237	37281	94672
4238	37289	94663
4239	37299	94655
4240	37308	94646
4241	37316	94637
4242	37325	94629
4243	37333	94617
4244	37341	94607
4245	37348	94593
4246	37357	94585
4247	37365	94574
4248	37372	94561
4249	37380	94551
4250	37389	94543
4251	37399	94537
4252	37408	94528
4253	37418	94523
4254	37426	94512
4255	37435	94504
4256	37444	94494
4257	37452	94485
4258	37460	94474
4259	37468	94462
4260	37476	94452
4261	37485	94443
4262	37493	94433
4263	37502	94424
4264	37511	94415
4265	37520	94407
4266	37528	94396
4267	37536	94386
4268	37543	94374
4269	37553	94366
4270	37560	94353
4271	37569	94346
4272	37577	94336
4273	37586	94326
4274	37595	94318
4275	37604	94310
4276	37612	94299
4277	37621	94291
4278	37630	94283
4279	37638	94271
4280	37648	94265
4281	37656	94255
4282	37663	94243
4283	37672	94234
4284	37681	94224
4285	37689	94215
4286	37698	94206
4287	37706	94196
4288	37713	94183
4289	37722	94174
4290	37730	94164
4291	37738	94153
4292	37747	94144
4293	37756	94135
4294	37765	94127
4295	37774	94120
4296	37784	94112
4297	37793	94104
4298	37802	94096
4299	37809	94083
4300	37817	94074
4301	37825	94062
4302	37834	94054
4303	37843	94047
4304	37851	94034
4305	37858	94020
4306	37866	94010
4307	37875	94003
4308	37883	93993
4309	37892	93984
4310	37902	93977
4311	37909	93965
4312	37919	93959
4313	37928	93951
4314	37936	93940
4315	37946	93934
4316	37955	93926
4317	37966	93921
4318	37974	93912
4319	37983	93903
4320	37991	93893
4321	38000	93884
4322	38008	93874
4323	38016	93863
4324	38025	93853
4325	38032	93841
4326	38041	93833
4327	38050	93824
4328	38059	93816
4329	38069	93810
4330	38078	93801
4331	38087	93794
4332	38096	93786
4333	38104	93775
4334	38112	93763
4335	38120	93754
4336	38128	93743
4337	38137	93734
4338	38145	93725
4339	38155	93718
4340	38164	93710
4341	38175	93707
