iter	RMSE
336	0.5568046505
337	0.5566644841
338	0.5565917764
339	0.5564803046
340	0.5563543117
341	0.5563036252
342	0.5562089001
343	0.5561114344
344	0.5559855349
345	0.5558757331
346	0.5557627858
347	0.5556955916
348	0.5556349754
349	0.5555221521
350	0.5554267969
351	0.5553210941
352	0.5552366536
353	0.555066984
354	0.5549564319
355	0.554887624
356	0.5548152412
357	0.554692678
358	0.5545735147
359	0.5545168067
360	0.5544211462
361	0.5543143597
362	0.5542033264
363	0.5540190757
364	0.5539416421
365	0.5538143607
366	0.5536771708
367	0.5535553029
368	0.5534661113
369	0.5534026514
370	0.5533069193
371	0.5531988705
372	0.5531320143
373	0.5530400709
374	0.5529718011
375	0.5528187182
376	0.5527440818
377	0.5526062826
378	0.5524739494
379	0.552380979
380	0.5522532176
381	0.5521285154
382	0.5520090183
383	0.55191078
384	0.5518243275
385	0.551756168
386	0.5516795391
387	0.5515834634
388	0.5514727513
389	0.5513830201
390	0.5513025885
391	0.5512000558
392	0.5510999594
393	0.5510442274
394	0.5509593961
395	0.5508129276
396	0.5507441331
397	0.5506509905
398	0.5505891699
399	0.5505273576
400	0.5504488076
401	0.5503913073
402	0.5502768
403	0.5501451268
404	0.5500095379
405	0.5498693703
406	0.5497754951
407	0.5497155184
408	0.5496298317
409	0.549577358
410	0.5494838649
411	0.5493766814
412	0.5492992324
413	0.5492171764
414	0.5491348422
415	0.5490663738
416	0.5490123491
417	0.5489430686
418	0.5488657069
419	0.5487721805
420	0.5487047914
421	0.5486127548
422	0.5485827801
423	0.5484823649
424	0.548410057
425	0.5483314854
426	0.5482339364
427	0.5481246629
428	0.5480270541
429	0.5479642618
430	0.5478969124
431	0.547825131
432	0.547775217
433	0.5476964885
434	0.547622066
435	0.5475063252
436	0.5474258825
437	0.5473731136
438	0.5473074529
439	0.5472430527
440	0.5471363728
441	0.5470345481
442	0.5469353348
443	0.5468590835
444	0.546803859
445	0.5467282899
446	0.5466170813
447	0.5465769373
448	0.5465021522
449	0.5464376325
450	0.5463762071
451	0.546297168
452	0.5462365535
453	0.5461574825
454	0.5460918367
455	0.5460240298
456	0.5459781404
457	0.545911181
458	0.545853643
459	0.545805848
460	0.5457580681
461	0.5456664001
462	0.545609253
463	0.5455283789
464	0.5453981105
465	0.5453603207
466	0.545241886
467	0.5451312988
468	0.5450834096
469	0.5450271405
470	0.5449431036
471	0.5448939803
472	0.544828251
473	0.5447490698
474	0.5446717391
475	0.5446105764
476	0.5445622788
477	0.5445005323
478	0.5444026137
479	0.5443547719
480	0.5443092405
481	0.5442826586
482	0.5442324722
483	0.5441888244
484	0.5441549422
485	0.5440701052
486	0.5440189117
487	0.5439205496
488	0.5438224659
489	0.5437245038
490	0.5436646635
491	0.5435753845
492	0.5434938913
493	0.5434361861
494	0.5433230676
495	0.5432489314
496	0.5431274366
497	0.5430663788
498	0.5429926665
499	0.5429382974
500	0.5428610445
501	0.5428219573
502	0.5427508118
503	0.5426912113
504	0.5426461219
505	0.5426070535
506	0.5425176225
507	0.5424741541
508	0.5424391382
509	0.5423854603
510	0.5423192883
511	0.5422765804
512	0.5421640477
513	0.5421103578
514	0.5420372939
515	0.5419741649
516	0.5418966281
517	0.5418283051
518	0.5417563546
519	0.5416736425
520	0.5416157869
521	0.5415686122
522	0.5415131741
523	0.5414337586
524	0.5413804095
525	0.5413282307
526	0.5412578331
527	0.5412042071
528	0.5411111044
529	0.5410703565
530	0.5409986782
531	0.5409562516
532	0.5408795992
533	0.5408374842
534	0.5407963705
535	0.5407492312
536	0.5406923948
537	0.5405991781
538	0.5405439393
539	0.540464474
540	0.5403983412
541	0.5403231422
542	0.5402511234
543	0.5402208947
544	0.5401645988
545	0.5401101582
546	0.5400522276
547	0.539994287
548	0.5399613322
549	0.5398837395
550	0.5398370499
551	0.5397890476
552	0.5397134126
553	0.539635356
554	0.5395900279
555	0.5395533583
556	0.539508531
557	0.5394480218
558	0.5393804439
559	0.5393459839
560	0.5392667162
561	0.5392287542
562	0.5391799408
563	0.5391268725
564	0.5390936041
565	0.5390542634
566	0.5389989935
567	0.5389299655
568	0.5388621777
569	0.5388232515
570	0.5387237389
571	0.5386611509
572	0.5386061228
573	0.5385485466
574	0.5384908276
575	0.538428916
576	0.538395915
577	0.5382858074
578	0.5382321977
579	0.5381931909
580	0.5381411997
581	0.5381042047
582	0.5380106168
583	0.5379432844
584	0.5378915177
585	0.5378171848
586	0.5377677207
587	0.5376886129
588	0.5376256106
589	0.5375526132
590	0.5374888088
591	0.5374410956
592	0.537407651
593	0.5373302358
594	0.5372895616
595	0.5372540541
596	0.537186665
597	0.537123649
598	0.5370678063
599	0.5370102562
600	0.5369013669
601	0.5368191004
602	0.5367803866
603	0.5367216476
604	0.5366937561
605	0.5366216625
606	0.5365727748
607	0.5365367872
608	0.536468894
609	0.5364116269
610	0.5363723172
611	0.5363154204
612	0.5362541319
613	0.536166629
614	0.5361013125
615	0.5360642634
616	0.5359945392
617	0.5359561169
618	0.5358969092
619	0.535854792
620	0.5358046435
621	0.5357553427
622	0.5357058347
623	0.5356507174
624	0.5355911637
625	0.5355501163
626	0.5354937536
627	0.5354504322
628	0.5353833031
629	0.5353174896
630	0.5352455823
631	0.5351961005
632	0.5351485577
633	0.5350952106
634	0.5350586072
635	0.5350102819
636	0.534945539
637	0.5348892621
638	0.5348295887
639	0.5347666152
640	0.5346712641
641	0.5345820664
642	0.5345429479
643	0.5344977446
644	0.5343999346
645	0.5343544839
646	0.5342962108
647	0.5342425095
648	0.5341734091
649	0.5341388028
650	0.5340974301
651	0.5340483061
652	0.5340015502
653	0.533920486
654	0.5338560234
655	0.5338182173
656	0.5337660402
657	0.5337285152
658	0.5336493127
659	0.5335929542
660	0.5335407019
661	0.5334971618
662	0.5334470645
663	0.5333864463
664	0.5333474103
665	0.533311907
666	0.5332689015
667	0.5332072476
668	0.5331635636
669	0.5331213643
670	0.5330901805
671	0.5330468074
672	0.5330137005
673	0.5329447288
674	0.5328452305
675	0.5327978003
676	0.5327129313
677	0.5326592709
678	0.5326168787
679	0.5325714675
680	0.5325231946
681	0.5324843174
682	0.5324380734
683	0.5323916039
684	0.5323406364
685	0.5322521296
686	0.5321948356
687	0.5321068941
688	0.5320395962
689	0.5319847181
690	0.5319294438
691	0.5318866582
692	0.5318214781
693	0.5317633047
694	0.5317119839
695	0.5316283304
696	0.5315466127
697	0.5315147728
698	0.5314837563
699	0.5314227693
700	0.5313784076
701	0.5313250695
702	0.5312753273
703	0.5312417787
704	0.5311959324
705	0.5311683703
706	0.5311021441
707	0.5310706527
708	0.5310215362
709	0.5309770398
710	0.5309483486
711	0.5308999854
712	0.5308362825
713	0.5307817575
714	0.5307388951
715	0.5306871961
716	0.5306379734
717	0.5306003279
718	0.5305301965
719	0.5304741341
720	0.5304334434
721	0.5303866295
722	0.5303521967
723	0.530299053
724	0.5302120218
725	0.5301586212
726	0.5301164861
727	0.530059216
728	0.5300152137
729	0.5299880255
730	0.5299227047
731	0.5298783847
732	0.5298276752
733	0.5297784011
734	0.5297391159
735	0.5297023149
736	0.5296530831
737	0.5296114737
738	0.5295585376
739	0.5295116107
740	0.5294615965
741	0.529414053
742	0.5293321789
743	0.5292623968
744	0.5292113151
745	0.5291679556
746	0.5291122786
747	0.5290822785
748	0.529044177
749	0.5289899637
750	0.528932705
751	0.5288759541
752	0.5288334682
753	0.5287924645
754	0.5287564514
755	0.5287270608
756	0.5286908502
757	0.5286403462
758	0.5286086961
759	0.5285485444
760	0.5284921696
761	0.5284433797
762	0.5283872335
763	0.5283501113
764	0.528282325
765	0.5282343204
766	0.5281911298
767	0.5281391975
768	0.5280827385
769	0.5280378983
770	0.5279966733
771	0.5279649003
772	0.5279118209
773	0.5278738444
774	0.5278437923
775	0.5277987994
776	0.5277587034
777	0.5277144359
778	0.5276665161
779	0.5276234275
780	0.5275901827
781	0.5275569324
782	0.5274986193
783	0.5274584901
784	0.5274219207
785	0.5273739423
786	0.5273477113
787	0.5272995392
788	0.5272403224
789	0.5272008359
790	0.5271638739
791	0.5271077567
792	0.5270532864
793	0.5270044058
794	0.5269485572
795	0.526905051
796	0.5268424167
797	0.5267940978
798	0.5267442059
799	0.5267167778
800	0.5266803161
801	0.526638716
802	0.5266039386
803	0.5265520524
804	0.5264955231
805	0.5264388079
806	0.5263919059
807	0.5263569681
808	0.526327279
809	0.526289734
810	0.5262457247
811	0.5261974041
812	0.5261644322
813	0.5261200651
814	0.5260850008
815	0.5260542612
816	0.5260107254
817	0.5259523978
818	0.5258806474
819	0.5258262961
820	0.5257676423
821	0.5257351215
822	0.5256889841
823	0.5256391687
824	0.5255971217
825	0.5255556765
826	0.5255158715
827	0.5254814303
828	0.5254264982
829	0.5254032699
830	0.5253552056
831	0.5253209743
832	0.5252909731
833	0.525218092
834	0.5251724219
835	0.5251299302
836	0.5250889347
837	0.5250448571
838	0.5250097113
839	0.5249755067
840	0.5249315592
841	0.5248792026
842	0.524847994
843	0.524805678
844	0.5247684309
845	0.5247357773
846	0.524704155
847	0.5246546911
848	0.5246211472
849	0.5245642297
850	0.524533088
851	0.5244888831
852	0.5244504493
853	0.5244057384
854	0.5243579739
855	0.5243120102
856	0.5242690932
857	0.5242404603
858	0.5241985245
859	0.5241698357
860	0.5241087975
861	0.5240685734
862	0.524024265
863	0.5239669452
864	0.523920659
865	0.5238851038
866	0.5238366702
867	0.5238042954
868	0.5237457394
869	0.52370173
870	0.5236468383
871	0.5236199181
872	0.5235511194
873	0.5235184318
874	0.5234899343
875	0.5234427421
876	0.523395626
877	0.5233526608
878	0.5233222507
879	0.5232792808
880	0.523245951
881	0.523204972
882	0.5231729714
883	0.5231286905
884	0.5230887705
885	0.5230441175
886	0.5230112917
887	0.5229795316
888	0.5229465937
889	0.5228899581
890	0.5228471147
891	0.5228142975
892	0.5227779287
893	0.5227356709
894	0.522699604
895	0.5226693628
896	0.5226241346
897	0.5225782016
898	0.5225438034
899	0.5224909557
900	0.5224544692
901	0.5224138371
902	0.5223761457
903	0.5223487355
904	0.5223179132
905	0.5222444938
906	0.5222124944
907	0.5221771991
908	0.5221416388
909	0.5221080782
910	0.5220699004
911	0.5220283852
912	0.5219939064
913	0.5219424044
914	0.5218730477
915	0.5218232878
916	0.5217806101
917	0.521737617
918	0.5216996222
919	0.5216702833
920	0.5216313475
921	0.5216087674
922	0.5215784814
923	0.5215351404
924	0.5214951866
925	0.5214444514
926	0.5214110668
927	0.5213420316
928	0.5213129973
929	0.5212807543
930	0.521237284
931	0.52119517
932	0.5211622019
933	0.5211209934
934	0.521084405
935	0.5210457951
936	0.5210128524
937	0.5209810745
938	0.5209327604
939	0.5208954109
940	0.5208642052
941	0.5208283338
942	0.5207923626
943	0.5207644066
944	0.5207248932
945	0.5206939055
946	0.5206564719
947	0.5206279248
948	0.5205786861
949	0.5205334304
950	0.5204895322
951	0.5204547334
952	0.5204162767
953	0.5203937258
954	0.5203662951
955	0.5203261656
956	0.5203005986
957	0.5202587121
958	0.5202187222
959	0.520183992
960	0.5201497494
961	0.5201181676
962	0.5200886794
963	0.5200532717
964	0.5200084806
965	0.5199797255
966	0.5199529797
967	0.5199218196
968	0.5198813575
969	0.5198534525
970	0.5198047142
971	0.5197785152
972	0.5197446611
973	0.5197184315
974	0.5196884411
975	0.519655643
976	0.5196290351
977	0.5195799964
978	0.5195461797
979	0.5195062663
980	0.519482454
981	0.5194575381
982	0.5194167041
983	0.5193887974
984	0.5193593965
985	0.5193286956
986	0.5192694006
987	0.5192241592
988	0.519160859
989	0.5191365721
990	0.5190977072
991	0.5190664026
992	0.519035246
993	0.5190021834
994	0.5189579051
995	0.5189306245
996	0.5188976293
997	0.5188708956
998	0.5188394632
999	0.5188100161
1000	0.5187745858
1001	0.5187373434
1002	0.518709009
1003	0.5186789611
1004	0.5186519497
1005	0.5186146835
1006	0.5185806887
1007	0.5185455803
1008	0.5185228145
1009	0.5184972627
1010	0.5184638357
1011	0.5184224117
1012	0.518397225
1013	0.518364027
1014	0.5183217706
1015	0.5182825785
1016	0.5182591338
1017	0.5182198375
1018	0.5181916566
1019	0.5181572129
1020	0.5181221402
1021	0.5180882227
1022	0.5180452689
1023	0.5180090502
1024	0.5179706835
1025	0.5179460915
1026	0.5179192681
1027	0.5178649558
1028	0.5178351966
1029	0.5178033041
1030	0.5177809512
1031	0.5177519222
1032	0.5177116224
1033	0.5176754837
1034	0.5176429463
1035	0.5176034481
1036	0.5175793976
1037	0.5175413848
1038	0.5175115009
1039	0.5174819237
1040	0.5174370084
1041	0.5173941381
1042	0.5173587063
1043	0.517331085
1044	0.5173017081
1045	0.5172741625
1046	0.5172328231
1047	0.5171996802
1048	0.5171741665
1049	0.517145985
1050	0.5171171737
1051	0.5170902653
1052	0.5170619589
1053	0.5170259678
1054	0.5169934659
1055	0.5169418995
1056	0.5169109496
1057	0.5168770961
1058	0.5168512437
1059	0.5168147035
1060	0.5167833349
1061	0.5167591459
1062	0.5167288312
1063	0.516689334
1064	0.5166687756
1065	0.5166284643
1066	0.5165887395
1067	0.5165644379
1068	0.5165398605
1069	0.5165098626
1070	0.5164900182
1071	0.5164663424
1072	0.5164398368
1073	0.5164016825
1074	0.5163650131
1075	0.5163309874
1076	0.5162913188
1077	0.5162653751
1078	0.5162418404
1079	0.5162029896
1080	0.5161709408
1081	0.5161390776
1082	0.5161132393
1083	0.5160868321
1084	0.5160527022
1085	0.5160051598
1086	0.5159796788
1087	0.5159279671
1088	0.5159013473
1089	0.5158704884
1090	0.5158392673
1091	0.515815276
1092	0.515788289
1093	0.5157569664
1094	0.5157320289
1095	0.5156946627
1096	0.5156583437
1097	0.5156355689
1098	0.5156135656
1099	0.5155888878
1100	0.5155525074
1101	0.5155108926
1102	0.5154685507
1103	0.5154387639
1104	0.5154101409
1105	0.5153778497
1106	0.5153357375
1107	0.5153081511
1108	0.5152738946
1109	0.5152363714
1110	0.5152042184
1111	0.5151817133
1112	0.5151481258
1113	0.5151270873
1114	0.515097763
1115	0.5150756002
1116	0.515040767
1117	0.5150098606
1118	0.5149727396
1119	0.5149298851
1120	0.5148920131
1121	0.5148411625
1122	0.5148147991
1123	0.514793461
1124	0.5147608555
1125	0.5147237298
1126	0.5146870948
1127	0.5146595758
1128	0.5146173889
1129	0.5145848821
1130	0.5145556103
1131	0.5145184113
1132	0.5144759124
1133	0.514446771
1134	0.5144105552
1135	0.5143867653
1136	0.5143600929
1137	0.5143323451
1138	0.5143051715
1139	0.5142851195
1140	0.5142634923
1141	0.514237529
1142	0.5142099479
1143	0.5141740248
1144	0.5141291472
1145	0.514111941
1146	0.5140888908
1147	0.5140502203
1148	0.5140264563
1149	0.5140062843
1150	0.5139574308
1151	0.5139283978
1152	0.5138769455
1153	0.5138491869
1154	0.5138317024
1155	0.5138018257
1156	0.5137511316
1157	0.5137113866
1158	0.5136851272
1159	0.513662364
1160	0.5136383477
1161	0.5136032144
1162	0.5135684812
1163	0.5135374187
1164	0.5135065519
1165	0.5134924011
1166	0.5134379565
1167	0.5134021779
1168	0.5133773911
1169	0.5133163683
1170	0.5132974457
1171	0.5132591304
1172	0.5132321368
1173	0.5131995048
1174	0.5131759119
1175	0.5131492369
1176	0.5131172509
1177	0.5130953379
1178	0.513074239
1179	0.5130506891
1180	0.5130149431
1181	0.5129750198
1182	0.5129441437
1183	0.5129145768
1184	0.5128758719
1185	0.5128421049
1186	0.5128148168
1187	0.5127889318
1188	0.51275916
1189	0.5127238594
1190	0.5126990298
1191	0.5126783768
1192	0.512656585
1193	0.5126157552
1194	0.5125942593
1195	0.5125669833
1196	0.5125465368
1197	0.5125169663
1198	0.5124872793
1199	0.51246404
1200	0.5124414618
1201	0.5124104275
1202	0.5123880633
1203	0.5123686063
1204	0.5123388312
1205	0.512306515
1206	0.5122635226
1207	0.5122258659
1208	0.5121986308
1209	0.5121634664
1210	0.5121425992
1211	0.5121085749
1212	0.5120826514
1213	0.5120509505
1214	0.5119965398
1215	0.5119620483
1216	0.5119320012
1217	0.5119003082
1218	0.5118715724
1219	0.5118448993
1220	0.5117945116
1221	0.5117741901
1222	0.5117587325
1223	0.5117340974
1224	0.5117029259
1225	0.5116606449
1226	0.5116356766
1227	0.5116010692
1228	0.5115764255
1229	0.5115510814
1230	0.5115162546
1231	0.5114614899
1232	0.5114371803
1233	0.5114000992
1234	0.5113657104
1235	0.5113128327
1236	0.5112759396
1237	0.5112510578
1238	0.5112330695
1239	0.5112106529
1240	0.5111897869
1241	0.511168276
1242	0.5111500238
1243	0.5111219347
1244	0.5111071114
1245	0.5110848336
1246	0.5110662251
1247	0.5110442065
1248	0.5110118587
1249	0.5109772698
1250	0.5109496964
1251	0.5109289847
1252	0.5109082666
1253	0.5108847231
1254	0.5108570781
1255	0.5108243553
1256	0.510777231
1257	0.5107584899
1258	0.5107222078
1259	0.5106963356
1260	0.5106739231
1261	0.5106536905
1262	0.5106228855
1263	0.5105977599
1264	0.5105752291
1265	0.510555371
1266	0.5105196812
1267	0.5104760462
1268	0.510454818
1269	0.5104357666
1270	0.5104064291
1271	0.510392609
1272	0.5103687772
1273	0.5103399658
1274	0.5103121435
1275	0.5102643806
1276	0.5102440351
1277	0.5102161434
1278	0.510182229
1279	0.5101629855
1280	0.5101232755
1281	0.5100923342
1282	0.510052279
1283	0.5100321894
1284	0.5100003027
1285	0.509979209
1286	0.5099533825
1287	0.5099213726
1288	0.5098946276
1289	0.5098633882
1290	0.5098502769
1291	0.509805831
1292	0.5097786511
1293	0.5097614917
1294	0.5097351536
1295	0.5097158094
1296	0.5096904576
1297	0.50966945
1298	0.509646905
1299	0.5096255503
1300	0.5096054189
1301	0.5095802013
1302	0.5095600522
1303	0.5095384379
1304	0.5094947706
1305	0.5094604031
1306	0.5094317971
1307	0.5094017315
1308	0.509368488
1309	0.5093388478
1310	0.5093151041
1311	0.5092918987
1312	0.5092628504
1313	0.5092307489
1314	0.5092109412
1315	0.5091865935
1316	0.5091563869
1317	0.5091322955
1318	0.5090783481
1319	0.5090448307
1320	0.5090150237
1321	0.5089809859
1322	0.5089476459
1323	0.5089218779
1324	0.5089030911
1325	0.508872044
1326	0.5088208584
1327	0.5087838061
1328	0.5087600649
1329	0.5087342629
1330	0.5087109815
1331	0.508676949
1332	0.5086534954
1333	0.5086042129
1334	0.5085753801
1335	0.5085629795
1336	0.508534544
1337	0.5085091851
1338	0.5084768738
1339	0.5084466223
1340	0.5084240871
1341	0.5084013879
1342	0.5083688674
1343	0.5083322263
1344	0.5083025924
1345	0.5082780392
1346	0.5082527634
1347	0.5082206408
1348	0.508176676
1349	0.5081392182
1350	0.5081162161
1351	0.5080924155
1352	0.5080603654
1353	0.5080424247
1354	0.5080235537
1355	0.5079696256
1356	0.5079382504
1357	0.5079200101
1358	0.5078757725
1359	0.5078296569
1360	0.507808138
1361	0.5077795012
1362	0.5077504921
1363	0.5077181501
1364	0.5077004213
1365	0.507670082
1366	0.5076254728
1367	0.5075732278
1368	0.5075503924
1369	0.5075270121
1370	0.5075010018
1371	0.5074652065
1372	0.5074437743
1373	0.5074160604
1374	0.5073893675
1375	0.5073535346
1376	0.5073331339
1377	0.5072979708
1378	0.5072760665
1379	0.5072545798
1380	0.5072357854
1381	0.507196485
1382	0.507162086
1383	0.5071339332
1384	0.5071079001
1385	0.5070863093
1386	0.5070667256
1387	0.5070210177
1388	0.5069845292
1389	0.5069606588
1390	0.5069375709
1391	0.5068908868
1392	0.506865711
1393	0.5068405521
1394	0.5068201547
1395	0.5067897926
1396	0.5067725432
1397	0.5067428572
1398	0.5067135655
1399	0.5066817036
1400	0.5066530067
1401	0.5066322551
1402	0.5066092651
1403	0.5065645001
1404	0.5065236392
1405	0.5064995492
1406	0.5064779715
1407	0.5064536069
1408	0.5064211462
1409	0.5063924106
1410	0.5063467834
1411	0.5063281049
1412	0.5062993212
1413	0.506269044
1414	0.5062500514
1415	0.5062279088
1416	0.5061905865
1417	0.5061558538
1418	0.5061349062
1419	0.5061072013
1420	0.5060767734
1421	0.5060447226
1422	0.5060226555
1423	0.506002547
1424	0.505960649
1425	0.505946177
1426	0.5059203112
1427	0.5058953248
1428	0.505878834
1429	0.5058341362
1430	0.5058008202
1431	0.5057751465
1432	0.5057394531
1433	0.5057184721
1434	0.5056983707
1435	0.5056757821
1436	0.505642591
1437	0.5056145725
1438	0.5055895063
1439	0.5055654921
1440	0.5055416667
1441	0.5055202761
1442	0.5054934217
1443	0.5054788275
1444	0.5054517995
1445	0.5054269864
1446	0.5054050855
1447	0.5053616177
1448	0.5053432987
1449	0.5053138042
1450	0.5052862566
1451	0.5052634516
1452	0.5052338444
1453	0.5052128996
1454	0.5051706331
1455	0.5051284652
1456	0.5051064772
1457	0.5050755271
1458	0.5050529327
1459	0.5050305265
1460	0.5049985715
1461	0.5049794834
1462	0.5049543555
1463	0.5049126782
1464	0.5048895849
1465	0.5048435725
1466	0.5048028402
1467	0.5047738893
1468	0.5047521115
1469	0.5047179966
1470	0.5046981352
1471	0.5046711942
1472	0.5046435327
1473	0.504602204
1474	0.5045759006
1475	0.5045449776
1476	0.5045165401
1477	0.5044887018
1478	0.5044626934
1479	0.5044313384
1480	0.5043959402
1481	0.5043653882
1482	0.5043428422
1483	0.5043070659
1484	0.5042849169
1485	0.5042636729
1486	0.5042367477
1487	0.5042089861
1488	0.5041836466
1489	0.5041659053
1490	0.5041502737
1491	0.5041363151
1492	0.5041030061
1493	0.5040811327
1494	0.5040632956
1495	0.5040384752
1496	0.5040207186
1497	0.5039933957
1498	0.5039706157
1499	0.5039414066
1500	0.5039227198
1501	0.5038865408
1502	0.5038684954
1503	0.5038247887
1504	0.5038079788
1505	0.5037852483
1506	0.5037637586
1507	0.5037370504
1508	0.503719005
1509	0.5036962488
1510	0.5036668223
1511	0.5036456617
1512	0.5036278202
