iter	RMSE
2897	0.4772274094
2898	0.4772126058
2899	0.4772024838
2900	0.4771874824
2901	0.4771779678
2902	0.4771617287
2903	0.4771392075
2904	0.4771263356
2905	0.4771058635
2906	0.4770897241
2907	0.4770754305
2908	0.4770606531
2909	0.4770425382
2910	0.4770279671
2911	0.4770038585
2912	0.4769934106
2913	0.4769757953
2914	0.4769539337
2915	0.4769368198
2916	0.4769248051
2917	0.4769084538
2918	0.4768979466
2919	0.4768773345
2920	0.4768566702
2921	0.4768397331
2922	0.4768245721
2923	0.4768085629
2924	0.4767962732
2925	0.4767777005
2926	0.4767608147
2927	0.4767496567
2928	0.4767347734
2929	0.4767231735
2930	0.4767029218
2931	0.4766959518
2932	0.4766766048
2933	0.4766655198
2934	0.4766522573
2935	0.4766322397
2936	0.4766148938
2937	0.4766004193
2938	0.4765846431
2939	0.4765705386
2940	0.4765542782
2941	0.4765463655
2942	0.4765295052
2943	0.476518574
2944	0.4765116785
2945	0.4764962108
2946	0.4764878907
2947	0.4764762301
2948	0.4764653514
2949	0.4764495502
2950	0.4764348146
2951	0.476414075
2952	0.4763983389
2953	0.4763851938
2954	0.4763737792
2955	0.4763572322
2956	0.4763436415
2957	0.4763234001
2958	0.4763139635
2959	0.4762996811
2960	0.4762797851
2961	0.4762691445
2962	0.4762536078
2963	0.476236677
2964	0.4762144665
2965	0.4762020917
2966	0.4761851868
2967	0.4761715459
2968	0.4761580332
2969	0.4761446185
2970	0.4761307175
2971	0.4761158962
2972	0.4761043208
2973	0.4760850811
2974	0.4760697849
2975	0.4760544752
2976	0.476031276
2977	0.4760141185
2978	0.4760035177
2979	0.4759808253
2980	0.4759580404
2981	0.4759444367
2982	0.4759336161
2983	0.4759239161
2984	0.4759114723
2985	0.4758893203
2986	0.4758697517
2987	0.4758533158
2988	0.4758410879
2989	0.4758226163
2990	0.4758090596
2991	0.4757990366
2992	0.4757798172
2993	0.475766402
2994	0.4757551253
2995	0.4757299238
2996	0.4757144687
2997	0.4756983357
2998	0.4756807198
2999	0.4756686165
3000	0.4756529567
3001	0.4756390597
3002	0.4756262898
3003	0.4756164534
3004	0.475601186
3005	0.4755876703
3006	0.475574965
3007	0.4755630017
3008	0.4755450458
3009	0.4755349738
3010	0.4755199837
3011	0.4755066291
3012	0.4754954988
3013	0.4754775623
3014	0.475471735
3015	0.4754652997
3016	0.4754515764
3017	0.4754305529
3018	0.4754139562
3019	0.4753992685
3020	0.4753888137
3021	0.4753782178
3022	0.4753602355
3023	0.475340171
3024	0.4753291015
3025	0.4753176491
3026	0.4753080558
3027	0.475294748
3028	0.4752793424
3029	0.4752639611
3030	0.4752520856
3031	0.4752302494
3032	0.47521469
3033	0.4751952552
3034	0.4751832311
3035	0.4751712253
3036	0.4751469191
3037	0.4751302337
3038	0.47511905
3039	0.4751001524
3040	0.4750854587
3041	0.4750725274
3042	0.4750579531
3043	0.4750418534
3044	0.4750255
3045	0.4750121439
3046	0.4749935608
3047	0.4749827955
3048	0.4749695636
3049	0.474959907
3050	0.4749493602
3051	0.4749315334
3052	0.4749209207
3053	0.4749076912
3054	0.4748869414
3055	0.4748725795
3056	0.4748549317
3057	0.4748405719
3058	0.4748293975
3059	0.4748176627
3060	0.4747956651
3061	0.4747824566
3062	0.4747670017
3063	0.4747561584
3064	0.4747394026
3065	0.4747230691
3066	0.4747052018
3067	0.4746923159
3068	0.4746770101
3069	0.4746659528
3070	0.4746529107
3071	0.4746360601
3072	0.4746189613
3073	0.4746022524
3074	0.4745936566
3075	0.4745681264
3076	0.4745555358
3077	0.4745396816
3078	0.474525571
3079	0.4745065243
3080	0.4744911885
3081	0.4744816974
3082	0.4744709939
3083	0.4744553291
3084	0.4744447246
3085	0.4744281025
3086	0.4744128325
3087	0.4743986602
3088	0.4743838312
3089	0.4743678316
3090	0.4743572901
3091	0.4743484819
3092	0.4743312055
3093	0.4743194653
3094	0.4743053541
3095	0.4742861976
3096	0.4742693102
3097	0.4742508627
3098	0.4742371201
3099	0.4742185954
3100	0.4742086874
3101	0.4741973349
3102	0.4741843066
3103	0.4741685151
3104	0.4741545388
3105	0.4741279164
3106	0.4741192839
3107	0.4741037215
3108	0.4740866246
3109	0.4740766723
3110	0.4740631191
3111	0.4740439106
3112	0.4740286181
3113	0.4740155998
3114	0.4739921114
3115	0.4739818079
3116	0.4739689075
3117	0.4739518987
3118	0.4739410224
3119	0.4739316657
3120	0.4739215345
3121	0.4739065204
3122	0.4738919776
3123	0.4738746005
3124	0.4738576476
3125	0.4738326576
3126	0.4738161631
3127	0.4738004072
3128	0.4737910128
3129	0.4737813636
3130	0.4737685556
3131	0.4737564371
3132	0.4737353052
3133	0.4737154357
3134	0.4737017565
3135	0.4736879072
3136	0.4736780329
3137	0.4736668427
3138	0.4736504316
3139	0.4736381519
3140	0.47362641
3141	0.4736167682
3142	0.4736012694
3143	0.4735862805
3144	0.4735700553
3145	0.473554749
3146	0.4735393922
3147	0.4735315438
3148	0.4735172972
3149	0.4735040606
3150	0.4734902285
3151	0.4734799021
3152	0.4734694693
3153	0.4734535516
3154	0.4734355306
3155	0.473422684
3156	0.4734037824
3157	0.4733855243
3158	0.4733696581
3159	0.4733546617
3160	0.4733373051
3161	0.4733198035
3162	0.4732965934
3163	0.473273389
3164	0.4732625681
3165	0.4732501846
3166	0.4732303493
3167	0.4732145508
3168	0.4732051358
3169	0.4731952495
3170	0.473182572
3171	0.4731715232
3172	0.4731551929
3173	0.4731380182
3174	0.473121716
3175	0.4731021035
3176	0.4730829431
3177	0.4730674642
3178	0.4730527179
3179	0.4730379233
3180	0.4730290358
3181	0.4730184442
3182	0.4730010923
3183	0.4729814079
3184	0.4729749224
3185	0.4729601089
3186	0.4729447984
3187	0.4729352367
3188	0.4729228619
3189	0.4729064739
3190	0.472890775
3191	0.472876819
3192	0.4728646197
3193	0.4728485475
3194	0.4728331157
3195	0.4728194589
3196	0.4728017823
3197	0.472789333
3198	0.4727788841
3199	0.4727604481
3200	0.4727445646
3201	0.472733071
3202	0.4727223094
3203	0.4726999518
3204	0.472690723
3205	0.4726753391
3206	0.4726640593
3207	0.4726479594
3208	0.4726339629
3209	0.4726202491
3210	0.4726073711
3211	0.472594177
3212	0.4725770138
3213	0.4725510451
3214	0.4725267323
3215	0.4725097082
3216	0.4724892089
3217	0.4724757706
3218	0.472461124
3219	0.4724495557
3220	0.4724409941
3221	0.4724266878
3222	0.4724088254
3223	0.4724018812
3224	0.4723832462
3225	0.4723766851
3226	0.4723651029
3227	0.4723513252
3228	0.4723388306
3229	0.4723201919
3230	0.4722991672
3231	0.4722841099
3232	0.4722718767
3233	0.4722515217
3234	0.4722421124
3235	0.4722291501
3236	0.472215985
3237	0.472209754
3238	0.472194286
3239	0.4721799879
3240	0.4721637612
3241	0.472151998
3242	0.4721405177
3243	0.4721302368
3244	0.4721116149
3245	0.4721004384
3246	0.4720862925
3247	0.4720740885
3248	0.4720663161
3249	0.4720553613
3250	0.472041016
3251	0.4720301652
3252	0.4720229728
3253	0.4720093242
3254	0.4719887522
3255	0.4719744811
3256	0.471960218
3257	0.4719462183
3258	0.4719267845
3259	0.47191178
3260	0.4719028871
3261	0.4718849419
3262	0.4718747542
3263	0.4718633647
3264	0.4718565103
3265	0.4718446775
3266	0.4718303431
3267	0.471817104
3268	0.4718073313
3269	0.4717975048
3270	0.471785362
3271	0.4717760661
3272	0.4717639691
3273	0.4717523643
3274	0.4717430661
3275	0.471724775
3276	0.4717130295
3277	0.4716916937
3278	0.4716757601
3279	0.4716649243
3280	0.4716504224
3281	0.4716366828
3282	0.4716235397
3283	0.471607383
3284	0.4715974652
3285	0.4715843862
3286	0.4715623344
3287	0.4715499359
3288	0.471538313
3289	0.4715294091
3290	0.4715191944
3291	0.4715006585
3292	0.4714848806
3293	0.47147056
3294	0.4714612555
3295	0.4714519044
3296	0.4714430255
3297	0.4714271953
3298	0.4714123384
3299	0.4714009834
3300	0.4713880789
3301	0.4713793021
3302	0.4713599602
3303	0.4713422463
3304	0.471329689
3305	0.471316456
3306	0.4713030415
3307	0.471288468
3308	0.4712712086
3309	0.4712598957
3310	0.4712501335
3311	0.4712328604
3312	0.4712180037
3313	0.4711989483
3314	0.4711868605
3315	0.4711771007
3316	0.4711631607
3317	0.4711486368
3318	0.4711295696
3319	0.4711182159
3320	0.4711024405
3321	0.4710840854
3322	0.4710706573
3323	0.471057115
3324	0.4710429078
3325	0.4710299431
3326	0.4710072258
3327	0.4709946499
3328	0.4709721414
3329	0.470950023
3330	0.4709351509
3331	0.4709215763
3332	0.4709077386
3333	0.4708907272
3334	0.4708757366
3335	0.4708598199
3336	0.4708431101
3337	0.4708311473
3338	0.4708185391
3339	0.470806261
3340	0.4707963465
3341	0.4707866882
3342	0.470765753
3343	0.4707479429
3344	0.4707343169
3345	0.4707198129
3346	0.4707010797
3347	0.470690657
3348	0.4706687252
3349	0.4706514852
3350	0.4706393763
3351	0.470624169
3352	0.4706085166
3353	0.4705931124
3354	0.4705755429
3355	0.4705575667
3356	0.4705426548
3357	0.4705278125
3358	0.4705160225
3359	0.4704980154
3360	0.4704850198
3361	0.4704723943
3362	0.4704592074
3363	0.4704387831
3364	0.4704206508
3365	0.4704109102
3366	0.4703972701
3367	0.4703846132
3368	0.4703731568
3369	0.4703643221
3370	0.4703509061
3371	0.4703361459
3372	0.4703272426
3373	0.4703141503
3374	0.4703002674
3375	0.4702898518
3376	0.4702819308
3377	0.470254818
3378	0.4702390984
3379	0.4702254282
3380	0.4702079711
3381	0.470195413
3382	0.4701806488
3383	0.4701680187
3384	0.4701517024
3385	0.4701426874
3386	0.470131195
3387	0.4701174339
3388	0.4700992336
3389	0.4700831748
3390	0.4700656273
3391	0.4700543391
3392	0.4700357466
3393	0.4700204752
3394	0.4700037244
3395	0.4699955653
3396	0.4699802116
3397	0.4699734784
3398	0.4699560584
3399	0.4699476154
3400	0.4699344126
3401	0.4699194968
3402	0.4699041627
3403	0.4698918025
3404	0.4698860079
3405	0.469877743
3406	0.4698658924
3407	0.4698585264
3408	0.4698464619
3409	0.469836498
3410	0.4698247143
3411	0.4698140339
3412	0.4698044454
3413	0.4697911336
3414	0.4697738926
3415	0.4697576284
3416	0.4697386822
3417	0.4697257739
3418	0.469712647
3419	0.4696987992
3420	0.4696864106
3421	0.4696708402
3422	0.4696591719
3423	0.4696478477
3424	0.4696286041
3425	0.4696132321
3426	0.4696002309
3427	0.4695839625
3428	0.4695735457
3429	0.4695583976
3430	0.4695471835
3431	0.4695267949
3432	0.4695025313
3433	0.4694890969
3434	0.4694811281
3435	0.4694696235
3436	0.4694544857
3437	0.4694361723
3438	0.4694236828
3439	0.4694149465
3440	0.4693994812
3441	0.4693878125
3442	0.4693762825
3443	0.4693641342
3444	0.4693472663
3445	0.4693355442
3446	0.4693166645
3447	0.4692991936
3448	0.4692903296
3449	0.4692782678
3450	0.4692704362
3451	0.4692528557
3452	0.4692370597
3453	0.4692264248
3454	0.4692140417
3455	0.4691951545
3456	0.4691743699
3457	0.4691572025
3458	0.4691392558
3459	0.4691293387
3460	0.4691180383
3461	0.4691064499
3462	0.4690968985
3463	0.4690869555
3464	0.4690661174
3465	0.4690472537
3466	0.4690372394
3467	0.4690212393
3468	0.4690069972
3469	0.4689869
3470	0.4689732913
3471	0.4689546076
3472	0.4689402969
3473	0.4689195735
3474	0.4689074348
3475	0.4688952499
3476	0.4688872198
3477	0.4688731851
3478	0.4688641875
3479	0.4688426592
3480	0.4688263138
3481	0.4688073545
3482	0.4687831874
3483	0.4687610656
3484	0.4687461159
3485	0.4687329498
3486	0.4687221306
3487	0.4687146544
3488	0.4686955449
3489	0.4686778411
3490	0.4686656176
3491	0.4686538951
3492	0.4686355035
3493	0.468625717
3494	0.4686108013
3495	0.4686016116
3496	0.4685782783
3497	0.4685552462
3498	0.4685399675
3499	0.468520485
3500	0.4685117928
3501	0.4684969667
3502	0.4684780786
3503	0.4684661304
3504	0.4684533054
3505	0.4684363158
3506	0.468421106
3507	0.4684098993
3508	0.4683962805
3509	0.4683827418
3510	0.4683684479
3511	0.4683605469
3512	0.4683495068
3513	0.4683387883
3514	0.4683256665
3515	0.4683168314
3516	0.4683031751
3517	0.4682873898
3518	0.4682748644
3519	0.4682622354
3520	0.4682510112
3521	0.4682319625
3522	0.4682196888
3523	0.4682058762
3524	0.4681967152
3525	0.4681851488
3526	0.4681651658
3527	0.4681512649
3528	0.4681313066
3529	0.4681185199
3530	0.4681072676
3531	0.4680971819
3532	0.4680858692
3533	0.4680707412
3534	0.4680617266
3535	0.4680496569
3536	0.4680378964
3537	0.4680270898
3538	0.4680163892
3539	0.4680048809
3540	0.4679919339
3541	0.4679732717
3542	0.4679643403
3543	0.4679545843
3544	0.4679461881
3545	0.467930256
3546	0.4679164731
3547	0.4678992424
3548	0.4678840117
3549	0.4678767925
3550	0.4678616306
3551	0.4678468004
3552	0.4678286099
3553	0.4678191944
3554	0.4678039788
3555	0.4677947096
3556	0.4677857383
3557	0.4677693505
3558	0.4677532916
3559	0.4677447548
3560	0.4677313555
3561	0.4677092771
3562	0.4676965409
3563	0.467683235
3564	0.4676655001
3565	0.4676544958
3566	0.4676330417
3567	0.4676193416
3568	0.4676077898
3569	0.4675893266
3570	0.4675817384
3571	0.4675688258
3572	0.4675586241
3573	0.4675464163
3574	0.4675309922
3575	0.467514284
3576	0.4675060857
3577	0.4674925296
3578	0.4674815892
3579	0.4674746576
3580	0.4674656606
3581	0.46745209
3582	0.4674366606
3583	0.4674258436
3584	0.467406718
3585	0.4673963785
3586	0.4673824132
3587	0.4673619729
3588	0.4673462628
3589	0.4673356683
3590	0.4673182037
3591	0.4673055449
3592	0.4672915042
3593	0.4672741566
3594	0.4672672776
3595	0.4672592086
3596	0.4672505933
3597	0.4672341371
3598	0.4672245602
3599	0.4672127821
3600	0.467196008
3601	0.4671858386
3602	0.467174862
3603	0.4671692795
3604	0.46715635
3605	0.467143969
3606	0.4671297301
3607	0.4671202835
3608	0.4671042315
3609	0.467094176
3610	0.4670809118
3611	0.4670669244
3612	0.4670572383
3613	0.4670484581
3614	0.4670296457
3615	0.4670128213
3616	0.4670045768
3617	0.4669926637
3618	0.4669826819
3619	0.4669716998
3620	0.4669632949
3621	0.4669454865
3622	0.4669315027
3623	0.4669224953
3624	0.4669100104
3625	0.4668877745
3626	0.4668758728
3627	0.4668520875
3628	0.4668389982
3629	0.466824056
3630	0.4668093331
3631	0.4667948276
3632	0.4667854579
3633	0.4667782595
3634	0.4667661433
3635	0.4667566057
3636	0.4667410982
3637	0.4667294973
3638	0.4667148285
3639	0.4666975788
3640	0.466685484
3641	0.4666746846
3642	0.4666699166
3643	0.4666582735
3644	0.466643411
3645	0.4666289975
3646	0.4666128653
3647	0.4666022193
3648	0.466586799
3649	0.4665723877
3650	0.4665631844
3651	0.4665536529
3652	0.4665291374
3653	0.4665187441
3654	0.4665040612
3655	0.4664858218
3656	0.4664751888
3657	0.4664584098
3658	0.4664476096
3659	0.4664355938
3660	0.4664121791
3661	0.4664022547
3662	0.4663866299
3663	0.4663805503
3664	0.4663673447
3665	0.4663543471
3666	0.4663353745
3667	0.4663168625
3668	0.4663003875
3669	0.4662909024
3670	0.4662716105
3671	0.4662591336
3672	0.466251007
3673	0.4662402031
3674	0.4662261807
3675	0.4662149126
3676	0.4662009451
3677	0.466182862
3678	0.4661691363
3679	0.46615292
3680	0.4661360565
3681	0.4661208593
3682	0.4661076029
3683	0.4660899563
3684	0.466079965
3685	0.4660672275
3686	0.4660486952
3687	0.4660283569
3688	0.4660209557
3689	0.4660067605
3690	0.4659969565
3691	0.465982284
3692	0.4659643794
3693	0.4659489921
3694	0.4659320336
3695	0.4659190332
3696	0.4659009051
3697	0.4658875692
3698	0.4658765737
3699	0.4658588918
3700	0.4658442513
3701	0.4658274031
3702	0.4658164179
3703	0.465806145
3704	0.4657934209
3705	0.4657807844
3706	0.4657715533
3707	0.4657526483
3708	0.4657390973
3709	0.4657187016
3710	0.4657019176
3711	0.4656799909
3712	0.4656697866
3713	0.4656543375
3714	0.4656419229
3715	0.4656259911
3716	0.4656028715
3717	0.4655902906
3718	0.4655764867
3719	0.4655579252
3720	0.4655458099
3721	0.465530257
3722	0.4655149348
3723	0.4655035033
3724	0.4654963448
3725	0.4654876879
3726	0.4654751255
3727	0.4654607607
3728	0.4654495401
3729	0.4654340469
3730	0.4654252603
3731	0.4654127194
3732	0.4654038665
3733	0.465391391
3734	0.4653824777
3735	0.4653671325
3736	0.4653592722
3737	0.4653487843
3738	0.4653431391
3739	0.4653334365
3740	0.4653227861
3741	0.4653140537
3742	0.4652946709
3743	0.4652843795
3744	0.4652769033
3745	0.465267216
3746	0.4652578464
3747	0.4652456703
3748	0.4652299722
3749	0.4652176498
3750	0.4652033789
3751	0.4651903514
3752	0.4651756686
3753	0.4651689069
3754	0.4651588208
3755	0.4651400628
3756	0.4651271147
3757	0.4651127943
3758	0.4650935026
3759	0.4650782908
3760	0.4650682778
3761	0.4650515828
3762	0.4650309958
3763	0.4650153908
3764	0.4649969383
3765	0.4649866466
3766	0.4649710306
3767	0.4649595214
3768	0.464946444
3769	0.4649379034
3770	0.4649286197
3771	0.4649174133
3772	0.4649096522
3773	0.4648998775
3774	0.464878785
3775	0.4648663828
3776	0.4648538193
3777	0.4648389812
3778	0.4648276786
3779	0.4648160939
3780	0.4648010329
3781	0.4647887774
3782	0.464776173
3783	0.4647589204
3784	0.4647474844
3785	0.4647343458
3786	0.4647236838
3787	0.4647054797
3788	0.4646995362
3789	0.4646819858
3790	0.4646717043
3791	0.464657956
3792	0.4646511823
3793	0.4646349861
3794	0.4646218736
3795	0.4646168235
3796	0.4645994361
3797	0.464591425
3798	0.4645753305
3799	0.4645681052
3800	0.4645464537
3801	0.4645388821
3802	0.4645204576
3803	0.4645096516
3804	0.4644969758
3805	0.4644831866
3806	0.4644683363
3807	0.4644537726
3808	0.4644444625
3809	0.4644320601
3810	0.4644196568
3811	0.4644099322
3812	0.4643993428
3813	0.4643825924
3814	0.4643746407
3815	0.4643546219
3816	0.4643377986
3817	0.4643289048
3818	0.4643185961
3819	0.4642975
3820	0.4642871632
3821	0.4642728338
3822	0.4642613307
3823	0.4642491165
3824	0.4642395514
3825	0.464228242
3826	0.4642129412
3827	0.4641956641
3828	0.4641811109
3829	0.4641713767
3830	0.464155197
3831	0.464144846
3832	0.4641291801
3833	0.4641188377
3834	0.4641059524
3835	0.4640919554
3836	0.4640736212
3837	0.464061432
3838	0.4640518368
3839	0.4640341731
3840	0.4640251712
3841	0.4640083013
3842	0.4640001224
3843	0.4639902632
3844	0.4639695946
3845	0.4639603655
3846	0.4639548722
3847	0.4639376212
3848	0.4639250258
3849	0.4639061237
3850	0.4638905707
3851	0.4638789543
3852	0.4638671068
3853	0.4638545024
3854	0.4638417326
3855	0.4638265467
3856	0.4638077258
3857	0.4637962339
3858	0.4637854845
3859	0.4637683465
3860	0.4637566967
3861	0.4637413885
3862	0.4637275993
3863	0.4637151298
3864	0.4636990486
3865	0.4636873154
3866	0.4636773009
3867	0.463666386
3868	0.4636477601
3869	0.4636358823
3870	0.4636230479
3871	0.463612286
3872	0.4636024454
3873	0.4635930451
3874	0.4635737827
3875	0.4635620208
3876	0.4635512811
3877	0.4635434446
3878	0.4635263427
3879	0.4635129394
3880	0.4635047148
3881	0.4634907446
3882	0.4634672358
3883	0.4634550161
3884	0.4634372105
3885	0.4634227927
3886	0.4634165088
3887	0.4634082961
3888	0.4633950658
3889	0.4633801195
3890	0.463367949
3891	0.4633541652
3892	0.4633408441
3893	0.463325581
3894	0.4633152627
3895	0.4632999672
3896	0.4632892176
3897	0.4632790769
3898	0.4632633156
3899	0.4632473563
3900	0.4632311146
3901	0.4632146368
3902	0.4632006689
3903	0.4631809139
3904	0.4631726178
3905	0.4631589989
3906	0.4631466507
3907	0.46313573
3908	0.4631209151
3909	0.4631110598
3910	0.4631033311
3911	0.463096989
3912	0.4630852969
3913	0.4630747937
3914	0.4630645749
3915	0.4630518844
3916	0.4630387431
3917	0.4630177226
3918	0.463000501
3919	0.4629900208
3920	0.4629780327
3921	0.4629654387
3922	0.4629556991
3923	0.4629457112
3924	0.4629383844
3925	0.4629302597
3926	0.462914128
3927	0.462895965
3928	0.4628817594
3929	0.4628611417
3930	0.4628527784
3931	0.4628437423
3932	0.4628267551
3933	0.4628160925
3934	0.4628040432
3935	0.4627975501
3936	0.4627799725
3937	0.4627626707
3938	0.4627560506
3939	0.4627474547
3940	0.4627343532
3941	0.46272155
3942	0.4627115265
3943	0.4626938173
3944	0.4626664404
3945	0.4626483107
3946	0.4626368688
3947	0.4626194552
3948	0.462604006
3949	0.4625949378
3950	0.4625797326
3951	0.4625711202
3952	0.4625555531
3953	0.4625407759
3954	0.4625316777
3955	0.4625242279
3956	0.4625122897
3957	0.4625010249
3958	0.4624847709
3959	0.4624706653
3960	0.4624591387
3961	0.4624417134
3962	0.4624291041
3963	0.4624140615
3964	0.4623968057
3965	0.462387482
3966	0.4623772859
3967	0.462365224
3968	0.4623512249
3969	0.4623373992
3970	0.4623297494
3971	0.4623243897
3972	0.462317669
3973	0.4623051726
3974	0.4622910191
3975	0.4622770525
3976	0.4622589934
3977	0.4622461166
3978	0.4622321214
3979	0.4622154532
3980	0.4622039384
3981	0.4621775641
3982	0.4621608784
3983	0.4621411951
3984	0.4621326633
3985	0.4621149747
3986	0.462102947
3987	0.4620940174
3988	0.4620844179
3989	0.4620723136
3990	0.4620559842
3991	0.462047242
3992	0.4620325918
3993	0.4620184821
3994	0.4620081011
3995	0.461996293
3996	0.4619871736
3997	0.4619710293
3998	0.4619618934
3999	0.4619441759
4000	0.4619271728
4001	0.4619125748
4002	0.4619056308
4003	0.4618945997
4004	0.4618840201
4005	0.4618681036
4006	0.4618617615
4007	0.4618454768
4008	0.4618345366
4009	0.4618255111
4010	0.4618102159
4011	0.4617968788
4012	0.4617914566
4013	0.4617865025
4014	0.4617755029
4015	0.4617655097
4016	0.4617547172
4017	0.4617406143
4018	0.4617334981
4019	0.4617197689
4020	0.4617104744
4021	0.4616990071
4022	0.4616864086
4023	0.4616720566
4024	0.4616558845
4025	0.4616429657
4026	0.4616350513
4027	0.4616199084
4028	0.4616108023
4029	0.4615972741
4030	0.4615917412
4031	0.461585599
4032	0.4615716815
4033	0.4615576366
4034	0.4615472516
4035	0.4615341648
4036	0.4615236279
4037	0.4615122587
4038	0.4614959119
4039	0.4614894153
4040	0.4614750411
4041	0.4614581023
4042	0.4614402066
4043	0.4614309696
4044	0.4614159168
4045	0.4613984675
4046	0.4613911024
4047	0.4613804603
4048	0.4613710131
4049	0.4613637131
4050	0.4613518572
4051	0.4613453041
4052	0.4613341782
4053	0.4613177842
4054	0.4612999843
4055	0.4612911526
4056	0.4612806023
4057	0.4612616406
4058	0.4612514351
4059	0.4612356332
4060	0.4612205916
4061	0.4612073775
4062	0.4611955483
4063	0.4611844014
4064	0.4611689239
4065	0.4611561012
4066	0.4611457807
4067	0.4611326778
4068	0.4611206475
4069	0.4611036595
4070	0.4610921346
4071	0.4610767127
4072	0.4610614967
4073	0.4610434541
4074	0.461031202
4075	0.4610201215
4076	0.4610080502
4077	0.4610039077
4078	0.4609923988
4079	0.4609840534
4080	0.460970921
4081	0.4609565094
4082	0.4609492513
4083	0.4609381757
4084	0.4609210494
4085	0.4609091363
4086	0.4608991068
4087	0.460886754
4088	0.4608776184
4089	0.4608619882
4090	0.4608514832
4091	0.4608427136
4092	0.4608359486
4093	0.4608179517
4094	0.4607992808
4095	0.4607870662
4096	0.4607801805
4097	0.460770277
4098	0.4607580037
4099	0.4607526922
4100	0.4607337464
4101	0.460721477
4102	0.4607112145
4103	0.4607002947
4104	0.4606936127
4105	0.4606755757
4106	0.4606620531
4107	0.4606487914
4108	0.4606349071
4109	0.4606270789
4110	0.460614081
4111	0.4605961894
4112	0.4605863793
4113	0.4605761726
4114	0.4605646357
4115	0.4605501155
4116	0.4605318157
4117	0.4605215948
4118	0.460500101
4119	0.4604888305
4120	0.4604794619
4121	0.4604688222
4122	0.4604616097
4123	0.4604560404
4124	0.4604434541
4125	0.4604373324
4126	0.4604281164
4127	0.4604189211
4128	0.4604036811
4129	0.4603946783
4130	0.4603821183
4131	0.4603675486
4132	0.4603520331
4133	0.4603377428
4134	0.46032483
4135	0.4603154564
4136	0.4603033567
4137	0.4602907382
4138	0.4602817019
4139	0.4602719319
4140	0.4602606787
4141	0.4602530886
4142	0.4602405761
4143	0.4602302793
4144	0.460219897
4145	0.4602092064
4146	0.4601979887
4147	0.4601784917
4148	0.4601662205
4149	0.4601528696
4150	0.4601352028
4151	0.4601291987
4152	0.4601245685
4153	0.4601095167
4154	0.4600999249
4155	0.4600841008
4156	0.4600707709
4157	0.460065105
4158	0.4600537445
4159	0.4600443646
4160	0.4600313225
4161	0.4600223748
4162	0.4600134654
4163	0.4599993813
4164	0.4599861058
4165	0.4599691198
4166	0.4599600372
4167	0.4599496457
4168	0.4599373812
4169	0.4599242663
4170	0.4599055794
4171	0.4598904594
4172	0.4598764007
4173	0.4598669126
4174	0.4598581799
4175	0.4598446895
4176	0.459837689
4177	0.4598300333
4178	0.4598142389
4179	0.4598053756
4180	0.4597917493
4181	0.4597778126
4182	0.4597617098
4183	0.4597427648
4184	0.4597289961
4185	0.4597136323
4186	0.4597036507
4187	0.4596913012
4188	0.4596779085
4189	0.4596609512
4190	0.4596506025
4191	0.4596366115
4192	0.4596233882
4193	0.4596109335
4194	0.4595919176
4195	0.4595787691
4196	0.4595703773
4197	0.4595537491
4198	0.4595479446
4199	0.4595406265
4200	0.4595238924
4201	0.4595087405
4202	0.4595016983
4203	0.4594924061
4204	0.459484004
4205	0.4594713698
4206	0.459451756
4207	0.4594411254
4208	0.4594277624
4209	0.4594183168
4210	0.4594101591
4211	0.4593931452
4212	0.4593847932
4213	0.4593793459
4214	0.4593678959
4215	0.4593513858
4216	0.4593328243
4217	0.4593218905
4218	0.4593146192
4219	0.4593006599
4220	0.4592925044
4221	0.4592844428
4222	0.4592764308
4223	0.4592623192
4224	0.4592498353
4225	0.4592331773
4226	0.4592212535
4227	0.4592138036
4228	0.459204764
4229	0.4591915837
4230	0.4591874188
4231	0.4591784057
4232	0.4591642775
4233	0.4591556129
4234	0.4591397724
4235	0.4591209256
4236	0.4591070338
4237	0.4590950623
4238	0.4590818078
4239	0.4590759136
4240	0.4590643145
4241	0.4590574353
4242	0.4590502024
4243	0.459037784
4244	0.4590307858
4245	0.4590244675
4246	0.4590167375
4247	0.459002107
4248	0.4589922983
4249	0.4589856019
4250	0.4589719556
4251	0.4589555511
4252	0.4589482037
4253	0.4589343252
4254	0.4589267167
4255	0.458909466
4256	0.4588955203
4257	0.4588796104
4258	0.4588722062
4259	0.4588595038
4260	0.4588457418
4261	0.4588375147
4262	0.4588286174
4263	0.4588148263
4264	0.4588056303
4265	0.4587926015
4266	0.4587821128
4267	0.4587747235
4268	0.4587612832
4269	0.4587492984
4270	0.4587404971
4271	0.458724244
4272	0.4587159396
4273	0.4587032005
4274	0.4586932203
4275	0.4586820891
4276	0.4586678205
4277	0.4586522217
4278	0.4586428713
4279	0.4586308955
4280	0.4586163856
4281	0.4585994084
4282	0.4585870476
4283	0.4585786101
4284	0.4585663034
4285	0.4585562848
4286	0.4585415581
4287	0.4585302468
4288	0.4585206799
4289	0.4585055977
4290	0.4585013344
4291	0.4584837245
4292	0.4584716237
4293	0.4584607917
4294	0.4584530176
4295	0.4584372367
4296	0.4584258391
4297	0.4584132663
4298	0.4583976761
4299	0.4583882709
4300	0.4583726643
4301	0.4583594866
4302	0.4583515497
4303	0.4583352799
4304	0.4583287103
4305	0.4583193176
4306	0.4583080389
4307	0.4582961744
4308	0.4582861671
